Type,Entity,Company Number,OSCAR CPID
Academy Trust,Teesside University Trust for Academies (Academy for Thornaby),07182771,CAD022
Academy Trust,New River Trust,07708890,CAD022
Academy Trust,Guilsborough Multi Academy Trust,07535683,CAD022
Academy Trust,Hall Orchard Barrow CE Primary School,08674696,CAD022
Academy Trust,Discover Learning Trust,08249250,CAD022
Academy Trust,Saint Dominic's Catholic Academy Trust,08106388,CAD022
Academy Trust,King Edward VII Science and Sport College,08158225,CAD022
Academy Trust,Batley Multi Academy Trust,07732537,CAD022
Academy Trust,Accordia Academies Trust,08426360,CAD022
Academy Trust,Alfriston School,07916763,CAD022
Academy Trust,All Saints' Academies Trust,08998917,CAD022
Academy Trust,Unity Schools Trust,07692130,CAD022
Academy Trust,Kendrick School,07494754,CAD022
Academy Trust,Avonreach Academy Trust,07665364,CAD022
Academy Trust,"St Clement's C of E Primary Academy, Nechells",08165736,CAD022
Academy Trust,Liverpool College Independent School Trust,08565932,CAD022
Academy Trust,Sash Education Trust,07956692,CAD022
Academy Trust,Ash Field Academy Trust,07988444,CAD022
Academy Trust,Dales Academies Trust,08372064,CAD022
Academy Trust,Holy Cross Catholic Primary School,07696905,CAD022
Academy Trust,Atwood Primary Academy,08795464,CAD022
Academy Trust,All Saints Academy Dunstable,06853140,CAD022
Academy Trust,Caroline Chisholm Education Trust,07638756,CAD022
Academy Trust,Langley Hall Primary Academy Trust,07463031,CAD022
Academy Trust,Thetford Learning Trust,07300320,CAD022
Academy Trust,Mercia Primary Academy Trust,08748904,CAD022
Academy Trust,Eppleton Academy Primary School,08063334,CAD022
Academy Trust,"Leap Academy Trust, The",08482129,CAD022
Academy Trust,Auckley School,07705402,CAD022
Academy Trust,Hartsdown Technology College,07556094,CAD022
Academy Trust,"All Saints' Academy, Cheltenham",06831538,CAD022
Academy Trust,The Bishop Konstant Catholic Academy Trust,08253770,CAD022
Academy Trust,Taverham High School,08204680,CAD022
Academy Trust,All Saints Catholic Academy Trust,07943555,CAD022
Academy Trust,University Academy Keighley,07134810,CAD022
Academy Trust,Birchwood High School,07791971,CAD022
Academy Trust,St Francis Xavier's College,08137421,CAD022
Academy Trust,Our Lady of Grace Catholic Academy Trust,09435396,CAD022
Academy Trust,Catch22 Multi Academies Trust Limited,08299181,CAD022
Academy Trust,Endeavour Learning Trust,07848372,CAD022
Academy Trust,Ashby Hill Top Primary School Academy Trust,08197381,CAD022
Academy Trust,Goldington Green Academy,08434141,CAD022
Academy Trust,Saint Edmund's Catholic Academy,07733864,CAD022
Academy Trust,"Saint Joseph's Catholic Primary School, Devizes",07734205,CAD022
Academy Trust,Wolverhampton Girls' High School,08918836,CAD022
Academy Trust,Broadfields Academy Trust,08640614,CAD022
Academy Trust,The Hills Academy,08434199,CAD022
Academy Trust,Inspiring Primaries Academy Trust,08540699,CAD022
Academy Trust,"Cathedral Church of England Academy Trust (Wakefield), The",07846823,CAD022
Academy Trust,St Cuthbert's Catholic High School,07918561,CAD022
Academy Trust,Frisby C.E. Primary School,08527173,CAD022
Academy Trust,Droitwich Spa High School and Sixth Form Centre,07666185,CAD022
Academy Trust,Moorlands Learning Trust,07663864,CAD022
Academy Trust,TVI Learning,08163191,CAD022
Academy Trust,All Saints Catholic Collegiate,08709352,CAD022
Academy Trust,Yarborough Academy,08018146,CAD022
Academy Trust,South Bank Academies,08589525,CAD022
Academy Trust,St Alban's Catholic High School,07902662,CAD022
Academy Trust,Makerfield Academy Trust,08175642,CAD022
Academy Trust,The Holy Cross School,07966826,CAD022
Academy Trust,Overton Grange School,07627110,CAD022
Academy Trust,HISP Multi Academy Trust Ltd,07562918,CAD022
Academy Trust,Broadmere and New Monument Multi Academy Trust,08407871,CAD022
Academy Trust,All Saints' Catholic High School,08100620,CAD022
Academy Trust,The Oxford Academy Trust,06621108,CAD022
Academy Trust,Birchwood Academy Trust,09679683,CAD022
Academy Trust,Pool Academy,07525178,CAD022
Academy Trust,"Delamere Church of England Primary Academy, The",07533308,CAD022
Academy Trust,Mercian Educational Trust,07698974,CAD022
Academy Trust,Nettleham Infant and Nursery School,08163457,CAD022
Academy Trust,Light Hall School,07687583,CAD022
Academy Trust,Northern Schools Trust,05067702,CAD022
Academy Trust,Colebrook Infant Academy,07808765,CAD022
Academy Trust,The University of Birmingham School,07960887,CAD022
Academy Trust,NAS Academies Trust,07954396,CAD022
Academy Trust,University of Brighton Academies Trust,09466013,CAD022
Academy Trust,Broadoak Mathematics and Computing College,07872725,CAD022
Academy Trust,Thames Primary Academy,08228024,CAD022
Academy Trust,Fairchildes Academy Community Trust,08934482,CAD022
Academy Trust,The Liverpool Joint Catholic and Church of England Academies Trust,07007398,CAD022
Academy Trust,Valley Invicta Academies Trust,07559256,CAD022
Academy Trust,Lynn Grove Academies Trust,07758880,CAD022
Academy Trust,St Paul's Church of England Academy Trust,09102276,CAD022
Academy Trust,St Stephen's Academy Canterbury,07441370,CAD022
Academy Trust,Combe Pafford School,08426682,CAD022
Academy Trust,Northern Lights Learning Trust,07909140,CAD022
Academy Trust,The Macclesfield Academy,07597883,CAD022
Academy Trust,The Tenax Schools Trust,07542155,CAD022
Academy Trust,The Stephenson Studio School Trust,07662709,CAD022
Academy Trust,Long Bennington Church of England Academy,07994012,CAD022
Academy Trust,The Northworthy Trust,07532146,CAD022
Academy Trust,Gilsland Church of England Primary School,08047328,CAD022
Academy Trust,Steiner Academy Frome,08102584,CAD022
Academy Trust,The Brooke Weston Trust,02400784,CAD022
Academy Trust,CCT Learning,07962209,CAD022
Academy Trust,Barchelai Academy Trust,08326570,CAD022
Academy Trust,Blenheim High School,07944253,CAD022
Academy Trust,The Collegiate Trust,08058921,CAD022
Academy Trust,Gordon's School Academy Trust,07723861,CAD022
Academy Trust,The Blue School,07706776,CAD022
Academy Trust,Saturn Education Trust,09578698,CAD022
Academy Trust,Kibworth High School A Community Technology College,07761713,CAD022
Academy Trust,"Merton Primary School, The",08172647,CAD022
Academy Trust,The Hart Schools Trust Ltd,07791933,CAD022
Academy Trust,Lostock Hall Academy Trust,07657427,CAD022
Academy Trust,Telford City Technology College Trust Limited,02414699,CAD022
Academy Trust,Mesty Croft Academy,07987596,CAD022
Academy Trust,Willow Primary School,07982711,CAD022
Academy Trust,QEHC Academy Trust,07840838,CAD022
Academy Trust,Michaela Community School,07645701,CAD022
Academy Trust,Plymouth UTC Limited,07645326,CAD022
Academy Trust,"All Saints Church of England Academy, Plymouth",07035041,CAD022
Academy Trust,Stone Lodge Academy Trust,09396402,CAD022
Academy Trust,University of Chester Academies Trust,06929486,CAD022
Academy Trust,Droylsden Academy,06731528,CAD022
Academy Trust,"Coleshill School, The",07693017,CAD022
Academy Trust,New Academies Trust,08270694,CAD022
Academy Trust,Brookfield School Academy Trust,07563387,CAD022
Academy Trust,Moulton School and Science College,07807158,CAD022
Academy Trust,Audenshaw School Academy Trust,07333089,CAD022
Academy Trust,Buckinghamshire UTC.,07648803,CAD022
Academy Trust,All Saints Inter-church Academy,08454781,CAD022
Academy Trust,Sawston Village College,07627138,CAD022
Academy Trust,Lighthouse Harmonize Education Trust,07657235,CAD022
Academy Trust,The Watford UTC,08599329,CAD022
Academy Trust,Preston School Academy Trust,07657910,CAD022
Academy Trust,"Godolphin Junior School, The",08107863,CAD022
Academy Trust,Unity Schools Partnership,07400386,CAD022
Academy Trust,Quarrydale Academy,07891230,CAD022
Academy Trust,Queen Elizabeth Grammar School Penrith,07584063,CAD022
Academy Trust,Life Academies Trust,07928028,CAD022
Academy Trust,Northwood Primary School Academy Trust,08405075,CAD022
Academy Trust,North Kesteven Academy,07657605,CAD022
Academy Trust,"All Saints Multi Academy Trust, Birmingham",08255653,CAD022
Academy Trust,Field Court Junior School,07728265,CAD022
Academy Trust,Teesside Learning Trust,07185357,CAD022
Academy Trust,Highfield Junior School,08657831,CAD022
Academy Trust,Newlands Girls' School,09683579,CAD022
Academy Trust,University of Chichester (Multi) Academy Trust,08595545,CAD022
Academy Trust,All Saints' Trust,09887971,CAD022
Academy Trust,Denmark Road High School,07538730,CAD022
Academy Trust,Ashby School,08126868,CAD022
Academy Trust,St. Michael's Academy,08210739,CAD022
Academy Trust,Wheatley Area Learning Trust,08979902,CAD022
Academy Trust,"University Technical College for New Technologies at Daventry, The",07637061,CAD022
Academy Trust,"The Bridge Academy, Hackney",05195911,CAD022
Academy Trust,Hoe Valley School,08833418,CAD022
Academy Trust,Queen Elizabeth's Grammar School Trust Faversham,07558466,CAD022
Academy Trust,Quantock Education Trust,07665225,CAD022
Academy Trust,Learner Engagement and Achievement Partnership Multi-academy Trust,07361021,CAD022
Academy Trust,Northern Star Academies Trust,07553531,CAD022
Academy Trust,"Heathfield Academy, The",08090824,CAD022
Academy Trust,Copthall School,08161745,CAD022
Academy Trust,Hilbre High School Humanities College,08075363,CAD022
Academy Trust,"Samworth Academy, The",05367105,CAD022
Academy Trust,The Mead Educational Trust,09079258,CAD022
Academy Trust,Onslow St Audrey's Academy Trust,07817708,CAD022
Academy Trust,The National Church of England Academy Trust,07708713,CAD022
Academy Trust,Cox Green School,07831255,CAD022
Academy Trust,Life Education Trust,08102628,CAD022
Academy Trust,Kennet School Academies Trust,07543874,CAD022
Academy Trust,King Charles I School,07969062,CAD022
Academy Trust,Hurst Primary School,08657975,CAD022
Academy Trust,The Rose Learning Trust,08820308,CAD022
Academy Trust,Transforming Lives Educational Trust,07515832,CAD022
Academy Trust,The Oldershaw Academy,07652792,CAD022
Academy Trust,Koinonia Academies Trust,08563153,CAD022
Academy Trust,Birmingham City University Academies Trust,08497028,CAD022
Academy Trust,Glebe Academy,08732018,CAD022
Academy Trust,Saint Lawrence Church of England Primary School Hurstpierpoint,08514898,CAD022
Academy Trust,Sawtry Community College,07703775,CAD022
Academy Trust,Educate Together Academy Trust,08859774,CAD022
Academy Trust,White Woods Primary Academy Trust,08589470,CAD022
Academy Trust,"University Schools Trust, East London",07742547,CAD022
Academy Trust,North Norfolk Academy Trust,07800153,CAD022
Academy Trust,Ashley Hill Multi Academy Trust,08163445,CAD022
Academy Trust,New Seaham Academy,08221351,CAD022
Academy Trust,Norwood Green Junior School,08520286,CAD022
Academy Trust,Allestree Woodlands School,07951293,CAD022
Academy Trust,Brine Multi Academy Trust,07344747,CAD022
Academy Trust,Navigate Academies Trust,08021882,CAD022
Academy Trust,Kirk Hallam Community Academy,07504871,CAD022
Academy Trust,Barnby Dun Primary Academy,08029445,CAD022
Academy Trust,The Mountbatten School,07560175,CAD022
Academy Trust,Learning Pathways Academy,07984238,CAD022
Academy Trust,Hartismere Family of Schools,07341583,CAD022
Academy Trust,Mid Essex Anglican Academy Trust,08524638,CAD022
Academy Trust,Aurora Academies Trust,08107711,CAD022
Academy Trust,Lubenham All Saints Church of England Primary School,08561329,CAD022
Academy Trust,Collingwood College,07657277,CAD022
Academy Trust,The Barnby Road Trust,07345215,CAD022
Academy Trust,The Staffordshire Schools Multi Academy Trust,09613632,CAD022
Academy Trust,Alleyne's Academy,08611863,CAD022
Academy Trust,Henley-in-Arden School,07660995,CAD022
Academy Trust,Alma Primary,07958546,CAD022
Academy Trust,Wellacre Technology Academy Trust,07386228,CAD022
Academy Trust,The BEC Trust,09187505,CAD022
Academy Trust,Monkton Infants School,08354212,CAD022
Academy Trust,New Bridge Multi Academy Trust,08131158,CAD022
Academy Trust,Cabot Learning Federation,06207590,CAD022
Academy Trust,Aylesford School and Sixth Form College,07848367,CAD022
Academy Trust,Scartho Junior Academy Limited,07805677,CAD022
Academy Trust,Broadoak Primary School,07717482,CAD022
Academy Trust,Bartley Green School,07523506,CAD022
Academy Trust,Bursar Primary Academy,08018275,CAD022
Academy Trust,The Charter Schools Educational Trust,07338707,CAD022
Academy Trust,Godolphin Infant School,08107846,CAD022
Academy Trust,Pride Multi Academy Trust,08582084,CAD022
Academy Trust,Springbank Primary Academy,07690276,CAD022
Academy Trust,Kenningtons Primary Academy,08187197,CAD022
Academy Trust,Holy Trinity CE Primary Academy (Handsworth),08612065,CAD022
Academy Trust,Kirkby Stephen Grammar School,07715613,CAD022
Academy Trust,Hawes Side Academy,08161246,CAD022
Academy Trust,Highfields School,09527057,CAD022
Academy Trust,Woodnewton Academy Trust,08034402,CAD022
Academy Trust,The Oaktree School Academy Trust,08638766,CAD022
Academy Trust,Wood Green Academy,07538389,CAD022
Academy Trust,North Town Academy Trust,07697356,CAD022
Academy Trust,Kings Norton Girls' School,07563329,CAD022
Academy Trust,Poole Grammar School,07666111,CAD022
Academy Trust,Central Region Schools Trust,08166526,CAD022
Academy Trust,Park House School Newbury,07606250,CAD022
Academy Trust,Eastwood Park Academy Trust,07700909,CAD022
Academy Trust,The Pope Francis Catholic Multi Academy Company,09113542,CAD022
Academy Trust,Westwoodside Church of England Academy Trust,08161921,CAD022
Academy Trust,Langley Park Learning Trust,07697400,CAD022
Academy Trust,GSSC Academy Trust,09319299,CAD022
Academy Trust,New College Durham Academies Trust,07195175,CAD022
Academy Trust,Emmaus Catholic Multi Academy Company,09174154,CAD022
Academy Trust,New Dawn Trust,07842369,CAD022
Academy Trust,Rivermead Inclusive Trust,09853252,CAD022
Academy Trust,The Chelsea Academy (A Science Academy),06176090,CAD022
Academy Trust,Zaytouna Education Trust,07970052,CAD022
Academy Trust,The Rivers C of E Multi Academy Trust,09199371,CAD022
Academy Trust,Holyhead School,07698296,CAD022
Academy Trust,Cirencester Kingshill School,07686390,CAD022
Academy Trust,Cliffe Woods Academy Trust,07659069,CAD022
Academy Trust,Community First Academy Trust,08359889,CAD022
Academy Trust,The Bolton Multi Academy Trust,08718062,CAD022
Academy Trust,Forward as One Church of England Multi Academy Trust,08212263,CAD022
Academy Trust,Community Inclusive Trust,09071623,CAD022
Academy Trust,The Family Of Learning Trust,07733196,CAD022
Academy Trust,Belvoir and Melton Academy Trust,08165692,CAD022
Academy Trust,Holyport College,07930340,CAD022
Academy Trust,St Peter's Church of England Primary Academy,08295240,CAD022
Academy Trust,Community Links Academy Trust,08341194,CAD022
Academy Trust,Liverpool Life Sciences UTC,07732783,CAD022
Academy Trust,Compass Academy Trust,09323096,CAD022
Academy Trust,Petchey Academy,05342164,CAD022
Academy Trust,Reading School,07475515,CAD022
Academy Trust,Upminster Academies Trust,08214798,CAD022
Academy Trust,Cromwell Community College,07994038,CAD022
Academy Trust,Charters School,08208767,CAD022
Academy Trust,Buckler's Mead School,07697504,CAD022
Academy Trust,Severnbanks Primary School,08322813,CAD022
Academy Trust,Alperton Community School,08163458,CAD022
Academy Trust,The Westminster Academy (Westbourne Green),05102934,CAD022
Academy Trust,Brooklands Academy Trust,07798183,CAD022
Academy Trust,Epworth Primary Academy,08149912,CAD022
Academy Trust,Big Education Trust,07648389,CAD022
Academy Trust,"Crabtree Academy Trust, The",08782792,CAD022
Academy Trust,Federation of Mowden Schools Academy Trust,08027205,CAD022
Academy Trust,New Waltham Primary Academy Limited,07835845,CAD022
Academy Trust,Lighthouse School,07591868,CAD022
Academy Trust,Kingsmead School,07380398,CAD022
Academy Trust,Upperwood Academy,08152109,CAD022
Academy Trust,Aspire Academies Trust,08187216,CAD022
Academy Trust,Flying High Trust,08076374,CAD022
Academy Trust,Alsager Multi Academy Trust,08597784,CAD022
Academy Trust,Uppingham Community College,07556159,CAD022
Academy Trust,Alternative Provision Free School Thetford Limited,07654634,CAD022
Academy Trust,Manchester Communications Primary Academy,08943915,CAD022
Academy Trust,The Woodland Academy Trust,07694050,CAD022
Academy Trust,Aspire Academy Trust,07387540,CAD022
Academy Trust,Middleton Academy Limited,06246929,CAD022
