Type,Entity,Company Number,OSCAR CPID
Academy Trust,St. Anthony's Girls' Catholic Academy,07968898,CAD022
Academy Trust,St. Catherine's Catholic Primary School (Hallam),08721728,CAD022
Academy Trust,Sola Fide C Of E Trust,08441646,CAD022
Academy Trust,Winstanley Community College Academy Trust,08094234,CAD022
Academy Trust,Bilton School,07845283,CAD022
Academy Trust,Danes Educational Trust,07671949,CAD022
Academy Trust,St. Columb Minor Academy,07650710,CAD022
Academy Trust,St.Edward's College Edmund Rice Academy Trust,07597686,CAD022
Academy Trust,St. Giles' & St. George's Church of England Academy,08863406,CAD022
Academy Trust,St. James’ R.C. Primary School,07976516,CAD022
Academy Trust,St. James and Emmanuel Academy Trust Ltd,08652284,CAD022
Academy Trust,St. James the Great R.C. Primary and Nursery School,07937939,CAD022
Academy Trust,St. John Fisher Catholic Academy Trust,08172988,CAD022
Academy Trust,St. John's Primary Academy Bracebridge Heath Ltd,07777372,CAD022
Academy Trust,St. Joseph's College Edmund Rice Academy Trust,07490390,CAD022
Academy Trust,St. Laurence School Academy Trust,07698410,CAD022
Academy Trust,St. Mark's West Essex Catholic School,07694563,CAD022
Academy Trust,St. Michael's Catholic College,08160034,CAD022
Academy Trust,Brentwood Ursuline Convent High School,08212425,CAD022
Academy Trust,Reach Learning Limited,07311261,CAD022
Academy Trust,St. Oswald's Catholic Academy Trust,08924383,CAD022
Academy Trust,St. Thomas More Catholic Primary School,07696148,CAD022
Academy Trust,Twynham Learning,07565088,CAD022
Academy Trust,Stanchester Community School Academy,07677142,CAD022
Academy Trust,University Of Wolverhampton Multi Academy Trust,08255492,CAD022
Academy Trust,Ortu Federation Ltd,07660783,CAD022
Academy Trust,Stanton Under Bardon Community Primary School,08423592,CAD022
Academy Trust,"Stanway Federation, The",07887953,CAD022
Academy Trust,Castleview School,08146452,CAD022
Academy Trust,Stanwix School,09341344,CAD022
Academy Trust,Sacred Heart High School Hammersmith,07941140,CAD022
Academy Trust,Staploe Education Trust,07534901,CAD022
Academy Trust,Steel City Schools Partnership,08356745,CAD022
Academy Trust,Steiner Academy Bristol,08300393,CAD022
Academy Trust,Stars Trust,08810960,CAD022
Academy Trust,The Kite Academy Trust,09785186,CAD022
Academy Trust,STEP Academy Trust,07612865,CAD022
Academy Trust,Orleans Park School,08165744,CAD022
Academy Trust,Stisted Church of England Primary Academy Trust,07769085,CAD022
Academy Trust,Stewards Academy Trust,07770970,CAD022
Academy Trust,St Bede's Inter Church School,07941524,CAD022
Academy Trust,The Stour Federation,09174628,CAD022
Academy Trust,Jubilee Primary School,08221258,CAD022
Academy Trust,The Oak Academy Trust,09604912,CAD022
Academy Trust,Stour Valley Educational Trust Limited,07226557,CAD022
Academy Trust,Stourfield Infant Academy Trust,08201675,CAD022
Academy Trust,Stowford School,07904075,CAD022
Academy Trust,Stradbroke High School,07921744,CAD022
Academy Trust,Stramongate School,07992440,CAD022
Academy Trust,Eden Academy Trust Limited,08561049,CAD022
Academy Trust,Stratford Girls' Grammar School,07646003,CAD022
Academy Trust,Stratford-upon-Avon School,07690776,CAD022
Academy Trust,Stratton Education Trust,07798627,CAD022
Academy Trust,The White Hills Park Federation Trust,08195720,CAD022
Academy Trust,The Streetly Academy,07841414,CAD022
Academy Trust,Stretton Sugwas Church of England Academy,07718539,CAD022
Academy Trust,Strood Academy,06914263,CAD022
Academy Trust,Westfield Academy,08526440,CAD022
Academy Trust,Stroud High School,07657741,CAD022
Academy Trust,St Francis of Assisi Academies Trust,08462151,CAD022
Academy Trust,Shires Multi Academy Trust,07610791,CAD022
Academy Trust,Suckley School,07697002,CAD022
Academy Trust,Sudbury Primary School,08147330,CAD022
Academy Trust,Suffolk Academies Trust,09702333,CAD022
Academy Trust,Summercroft Primary School,07715667,CAD022
Academy Trust,Norfolk UTC,07911472,CAD022
Academy Trust,Leading Learners Multi Academy Trust,07943227,CAD022
Academy Trust,Kesgrave High School,07681739,CAD022
Academy Trust,Sunbury Manor School,07545019,CAD022
Academy Trust,Hodgson Academy,07604183,CAD022
Academy Trust,Four Cs MAT,07333133,CAD022
Academy Trust,Sunnyside Academy,08803924,CAD022
Academy Trust,Surrey Heath Education Trust,08621310,CAD022
Academy Trust,Wessex Multi Academy Trust,07677838,CAD022
Academy Trust,Sussex Education Trust Ltd,07874411,CAD022
Academy Trust,Mellor Primary School,07737398,CAD022
Academy Trust,Compass Learning Partnership,08905350,CAD022
Academy Trust,Sussex Learning Trust,07705100,CAD022
Academy Trust,Crosshall Infant School Academy Trust,07330691,CAD022
Academy Trust,Sutherland Primary Academy,07845470,CAD022
Academy Trust,The Sutton Academy,07103919,CAD022
Academy Trust,Sacred Heart Hillsborough Academy Trust,08719689,CAD022
Academy Trust,Kader Academy Trust,08927009,CAD022
Academy Trust,Exmouth Community College,07554085,CAD022
Academy Trust,TBAP Trust,08425513,CAD022
Academy Trust,"Swinton High School Academy Trust, The",07633705,CAD022
Academy Trust,Woolmer Hill School,07692394,CAD022
Academy Trust,Thedwastre Education Trust,09896672,CAD022
Academy Trust,The Thomas Cowley High School Ltd,08149761,CAD022
Academy Trust,Thomas Deacon Education Trust,05090788,CAD022
Academy Trust,Highworth Grammar School Trust,07425374,CAD022
Academy Trust,Success Academy Trust,08135389,CAD022
Academy Trust,Thomas Keble School,07698037,CAD022
Academy Trust,Central Schools Trust,08148546,CAD022
Academy Trust,Thomas's Academy,09635397,CAD022
Academy Trust,TCAT Multi Academy Trust,09709935,CAD022
Academy Trust,Thornhill Community Academy Trust,08073959,CAD022
Academy Trust,Thornton Community Primary School,08430135,CAD022
Academy Trust,Green Street Green Primary School,07697476,CAD022
Academy Trust,The Three Rivers Learning Trust,07838203,CAD022
Academy Trust,Three Ways School,08488749,CAD022
Academy Trust,Timu Academy Trust,09022463,CAD022
Academy Trust,Tapton School Academy Trust,07697171,CAD022
Academy Trust,Thringstone Primary School Academy Trust,08514901,CAD022
Academy Trust,Timberley Academy Trust,08025958,CAD022
Academy Trust,Manor School Didcot Academy Trust,08516551,CAD022
Academy Trust,"Brittons Academy Trust, The",07566198,CAD022
Academy Trust,Titan Education Trust,07947806,CAD022
Academy Trust,The Passmores Co-operative Learning Community,07736246,CAD022
Academy Trust,East Midlands Academy Trust,08149829,CAD022
Academy Trust,Toddington St George Church of England Academy,08285812,CAD022
Academy Trust,Tollbar Multi Academy Trust,08085503,CAD022
Academy Trust,Tolworth Girls' School and Sixth Form,07700838,CAD022
Academy Trust,Woodland View Primary School,07943378,CAD022
Academy Trust,Highworth Warneford School,07660247,CAD022
Academy Trust,Tonbridge Grammar School,07455728,CAD022
Academy Trust,Tor Bridge Academy Trust,07584372,CAD022
Academy Trust,The Liverpool Blue Coat School,07950827,CAD022
Academy Trust,Nova Education Trust,07635510,CAD022
Academy Trust,North Carr Collaborative Academy Trust,08395383,CAD022
Academy Trust,Torfield and Saxon Mount Academy Trust,09172115,CAD022
Academy Trust,Torquay Boys' Grammar School,07394671,CAD022
Academy Trust,Torquay Girls' Grammar School,07494620,CAD022
Academy Trust,Torre Church of England Academy,08594520,CAD022
Academy Trust,Tower Road Academy (Primary),07629129,CAD022
Academy Trust,Towers School Academy Trust,07552058,CAD022
Academy Trust,Townfield Primary School,09119526,CAD022
Academy Trust,Odyssey Trust for Education,07844587,CAD022
Academy Trust,Transform Trust,08320065,CAD022
Academy Trust,Tredworth Infant and Nursery Academy,08895977,CAD022
Academy Trust,"Tregolls School, An Academy",08180623,CAD022
Academy Trust,Kernow Learning Multi Academy Trust,07394649,CAD022
Academy Trust,Trent Academies Group,08128513,CAD022
Academy Trust,Venture Multi Academy Trust,07535379,CAD022
Academy Trust,Trewirgie Infants School,07652964,CAD022
Academy Trust,The Arthur Terry Learning Partnership,07730920,CAD022
Academy Trust,Southfields Multi Academy Trust,08190187,CAD022
Academy Trust,"The County High School, Leftwich",08126953,CAD022
Academy Trust,The White Horse Federation,08075785,CAD022
Academy Trust,Trewirgie Junior School,07652476,CAD022
Academy Trust,Ridgeway Learning Partnership,08056991,CAD022
Academy Trust,Gilbert Inglefield Academy Trust,07883254,CAD022
Academy Trust,Trinitas Academy Trust,07554121,CAD022
Academy Trust,Trinity Academy,04916397,CAD022
Academy Trust,"St Mary's Church of England Academy, Stotfold",07999942,CAD022
Academy Trust,Trinity Multi Academy Trust,06897239,CAD022
Academy Trust,Trinity Academy Newcastle,08449062,CAD022
Academy Trust,Oak Bank School,08712137,CAD022
Academy Trust,Greenacre School Trust,08102025,CAD022
Academy Trust,Bishop Wilkinson Catholic Education Trust,07890590,CAD022
Academy Trust,"Tyrrells Primary School, The",07799872,CAD022
Academy Trust,UTC Cambridge,07911604,CAD022
Academy Trust,UTC Lancashire,07653051,CAD022
Academy Trust,Kinson Primary School,09874674,CAD022
Academy Trust,UTC Reading Trust,07652565,CAD022
Academy Trust,UTS Cambridge,08557665,CAD022
Academy Trust,Walderslade Girls' School,07800431,CAD022
Academy Trust,Walkwood Academy Trust,08319098,CAD022
Academy Trust,The Merchant Taylors' Oxfordshire Academy Trust Ltd,07727786,CAD022
Academy Trust,Steiner Academy Exeter,07956691,CAD022
Academy Trust,Stapeley Broad Lane C E Primary School,08445776,CAD022
Academy Trust,Wallington High School for Girls,07635448,CAD022
Academy Trust,Lever Edge Primary Academy,07458484,CAD022
Academy Trust,Wandle Valley School,07736095,CAD022
Academy Trust,Wansdyke School (2013) Ltd,08368979,CAD022
Academy Trust,Blandford Education Trust,09050439,CAD022
Academy Trust,The Wapping and Shadwell Secondary Education Trust,07412515,CAD022
Academy Trust,DRB Ignite Multi Academy Trust,09284055,CAD022
Academy Trust,Warrington Collegiate Education Trust,08298534,CAD022
Academy Trust,The Warriner Multi Academy Trust,09696059,CAD022
Academy Trust,Waseley Hills High School,08160225,CAD022
Academy Trust,Loreto College (St Albans),08028084,CAD022
Academy Trust,Washwood Heath Multi Academy Trust,08531479,CAD022
Academy Trust,Chelmsford County High School for Girls,07445392,CAD022
Academy Trust,Swakeleys School for Girls,07570315,CAD022
Academy Trust,Watford Grammar School for Boys,07348288,CAD022
Academy Trust,Monk's Walk School,08171632,CAD022
Academy Trust,Watford Grammar School for Girls,07348254,CAD022
Academy Trust,King's Group Academies,09017776,CAD022
Academy Trust,The Waverley Education Foundation Ltd,08331922,CAD022
Academy Trust,Waycroft Multi Academy Trust,07683980,CAD022
Academy Trust,Waynflete Infants' School,07998122,CAD022
Academy Trust,Folio Education Trust,07627302,CAD022
Academy Trust,Kajans Educational and Cultural Trust,07954391,CAD022
Academy Trust,Weald of Kent Grammar School Academy Trust,07451660,CAD022
Academy Trust,Weare Academy First School,07557900,CAD022
Academy Trust,Wearmouth Learning Trust,08767870,CAD022
Academy Trust,Peninsula Multi Academy Trust,07847190,CAD022
Academy Trust,Weatherfield Academy,07939260,CAD022
Academy Trust,Webheath Academy Primary School,07959096,CAD022
Academy Trust,Webster Primary School,08403949,CAD022
Academy Trust,"Robert Owen Academies Trust, The",08220540,CAD022
Academy Trust,Wedmore First School Academy and Nursery,07664284,CAD022
Academy Trust,Isle Education Trust,07814150,CAD022
Academy Trust,Wednesbury Oak Academy Trust,08749821,CAD022
Academy Trust,"HBH Academy Trust, The",08028402,CAD022
Academy Trust,Tytherington School,08920320,CAD022
Academy Trust,Welland Park Community College Academy Trust,07675238,CAD022
Academy Trust,Wellington College Academy Trust,06457394,CAD022
Academy Trust,Wellington School,07458631,CAD022
Academy Trust,The Wells Free School,07923267,CAD022
Academy Trust,Westminster City School,08100409,CAD022
Academy Trust,By Brook Valley Academy Trust,08020467,CAD022
Academy Trust,PA Community Trust,09718257,CAD022
Academy Trust,Wellspring Academy Trust,08120960,CAD022
Academy Trust,The Avenue School Special Needs Academy Trust,07706726,CAD022
Academy Trust,Eden Primary Trust,07313138,CAD022
Academy Trust,Sandymoor Free School,07635438,CAD022
Academy Trust,Ironstone Academy Trust,09040348,CAD022
Academy Trust,The Hermitage Academy Trust,07559614,CAD022
Academy Trust,Barrow 1618 The School Co,07640198,CAD022
Academy Trust,Futura Learning Partnership,07746787,CAD022
Academy Trust,Welton St Mary's Church of England Primary Academy,08314146,CAD022
Academy Trust,Cawston Grange Primary School,08599777,CAD022
Academy Trust,St John's Academy Trust,08517255,CAD022
Academy Trust,Severn Vale School,07705465,CAD022
Academy Trust,Wembley Multi Academy Trust,08137772,CAD022
Academy Trust,Wensley Fold Church of England Academy Trust,08353730,CAD022
Academy Trust,Katharine Lady Berkeley's School,07696921,CAD022
Academy Trust,Wentworth Primary School,07899198,CAD022
Academy Trust,Roundwood Park School Academy Trust,07695458,CAD022
Academy Trust,Route 39 Academy Trust Limited,07945060,CAD022
Academy Trust,Isle of Portland Aldridge Community Academy Trust,07927423,CAD022
Academy Trust,West Derby School,08166938,CAD022
Academy Trust,Emmanuel College,02461391,CAD022
Academy Trust,"West Grantham Academies Trust, The",07489113,CAD022
Academy Trust,Birdwell School,08425918,CAD022
Academy Trust,The Oak Trust,09150568,CAD022
Academy Trust,West Herts Community Free School Trust,08324782,CAD022
Academy Trust,West Hatch High School Academy Trust,07628943,CAD022
Academy Trust,Aquinas Church of England Education Trust Limited,07525735,CAD022
Academy Trust,West Hill School,07697027,CAD022
Academy Trust,Firthmoor Primary School,08027879,CAD022
Academy Trust,Oldbury Academy,07672607,CAD022
Academy Trust,West Kirby Grammar School,07697158,CAD022
Academy Trust,West Lakes Multi Academy Trust,06627459,CAD022
Academy Trust,Bamford Academy,07721109,CAD022
Academy Trust,Catalyst  Academies Trust,08407989,CAD022
Academy Trust,Knowledge Schools Trust,07493696,CAD022
Academy Trust,Alcester Grammar School,07485466,CAD022
Academy Trust,West Malling Church of England Academy Trust,08144271,CAD022
Academy Trust,West Midlands Construction UTC,07898669,CAD022
Academy Trust,Townlands C of E Primary Academy,09326643,CAD022
Academy Trust,West Newcastle Academy,07647538,CAD022
Academy Trust,The Ascent Academies' Trust,08098007,CAD022
Academy Trust,Kirby Muxloe Primary School,08702056,CAD022
Academy Trust,The Heath Family (North West),07614421,CAD022
Academy Trust,West Norfolk Academies Trust,07546118,CAD022
Academy Trust,Lighthouse Schools Partnership,07662102,CAD022
Academy Trust,Acer Trust,09591931,CAD022
Academy Trust,Shared Vision Learning Trust,07659444,CAD022
Academy Trust,Education South West,07451553,CAD022
Academy Trust,Archbishop Benson Church of England Primary School,07705878,CAD022
Academy Trust,West Stafford Multi-academy Trust,09422746,CAD022
Academy Trust,Alderbrook School,07687619,CAD022
Academy Trust,Sacred Heart of Mary Girls' School,07693743,CAD022
Academy Trust,Saffron Academy Trust,07618351,CAD022
Academy Trust,West Thurrock Academy,08259069,CAD022
Academy Trust,Thame Partnership Academy Trust,08154932,CAD022
Academy Trust,West Town Lane Academy,07848632,CAD022
Academy Trust,"Westborough Academy, The",07384643,CAD022
Academy Trust,Westbourne Academy Trust,07626526,CAD022
Academy Trust,Westbrook Primary School,08523370,CAD022
Academy Trust,The Westbrook Trust,09223515,CAD022
Academy Trust,Westbury Park School,08130158,CAD022
Academy Trust,Westcliff High School for Boys Limited,07347930,CAD022
Academy Trust,Westbury-on-Trym Church of England Academy,07669263,CAD022
Academy Trust,The Pears Family Charitable Foundation School,08333607,CAD022
Academy Trust,Weston Favell Church of England Primary School,08208801,CAD022
Academy Trust,The Weston Road Academy,07778406,CAD022
Academy Trust,Holmer Church of England Academy,07850551,CAD022
Academy Trust,Westside Academy Trust,05888220,CAD022
Academy Trust,Brighouse High School Academy Trust,07566986,CAD022
Academy Trust,Kenilworth Multi Academy Trust,07700728,CAD022
Academy Trust,The Wey Valley School,08128803,CAD022
Academy Trust,Weydon Multi Academy Trust,07552535,CAD022
Academy Trust,Calday Grange Grammar School,08332696,CAD022
Academy Trust,Caldew School,07680823,CAD022
Academy Trust,Creative Learning Multi Academy Trust,09227333,CAD022
Academy Trust,Central England Academy Trust,08425914,CAD022
Academy Trust,Shine Multi Academy Trust,08163448,CAD022
Academy Trust,Whitley Academy,07657794,CAD022
Academy Trust,Whitstone School Academy Trust,07706741,CAD022
Academy Trust,Whittlesea Learning Trust,08795983,CAD022
Academy Trust,Perry Hall Primary School,08760817,CAD022
Academy Trust,"West Somerset Community College, The",07630180,CAD022
Academy Trust,Wickersley Partnership Trust,08833508,CAD022
Academy Trust,Wigston Academies Trust,07975551,CAD022
Academy Trust,The Westgate School,09583593,CAD022
Academy Trust,Wilchap 37 (GY) Limited,07927734,CAD022
Academy Trust,Wildern Academy Trust,07554117,CAD022
Academy Trust,The William Alvey School Trust,07737302,CAD022
Academy Trust,Godmanchester Community Education Trust,07923329,CAD022
Academy Trust,William Brookes Academy Trust,08520569,CAD022
Academy Trust,William de Ferrers School,07552735,CAD022
Academy Trust,William Farr Church of England Comprehensive School,07469546,CAD022
Academy Trust,Cumbria Education Trust,07698631,CAD022
Academy Trust,William Law CE Primary School,09060417,CAD022
Academy Trust,William Lovell Church of England Academy,08061805,CAD022
Academy Trust,William Temple Multi Academy Trust,08813173,CAD022
Academy Trust,William Tyndale Primary School,07774109,CAD022
Academy Trust,CUL Academy Trust Limited,08337957,CAD022
Academy Trust,Alderman Jacobs School,07531756,CAD022
Academy Trust,Charlton Park Academy,08133047,CAD022
Academy Trust,William Willett Learning Trust,07520128,CAD022
Academy Trust,"Williamson Trust, The",07569727,CAD022
Academy Trust,Willow Brook Primary School Academy,08072115,CAD022
Academy Trust,Willow Tree Academy,09440025,CAD022
Academy Trust,Willowcroft Academy Trust,08516562,CAD022
Academy Trust,Endeavour MAT,07682332,CAD022
Academy Trust,Wilmington Grammar School for Boys,07682311,CAD022
Academy Trust,Wilmington Primary School,07800252,CAD022
Academy Trust,Wilnecote High School Co-operative Academy Trust,08221070,CAD022
Academy Trust,R A Butler Infant School,07403352,CAD022
Academy Trust,Hamilton Academy,07984125,CAD022
Academy Trust,Daubeney Academy,07978124,CAD022
Academy Trust,Education Impact Academy Trust,07972037,CAD022
Academy Trust,Zenith Multi Academy Trust,07559293,CAD022
Academy Trust,Wilson's School,07536970,CAD022
Academy Trust,Winchcombe School,07606409,CAD022
Academy Trust,Windsor Academy Trust,07523436,CAD022
Academy Trust,Wistaston Academy Trust,08882544,CAD022
Academy Trust,Wingfield Academy,08550403,CAD022
Academy Trust,Winifred Holtby Academy Trust,08426992,CAD022
Academy Trust,Richard Challoner School,07718002,CAD022
Academy Trust,Amethyst Academies Trust,08310900,CAD022
Academy Trust,Woking High School Academy Trust,08586085,CAD022
Academy Trust,Knutsford Multi Academy Trust,07984413,CAD022
Academy Trust,Wreake Valley Academy Trust,07988521,CAD022
Academy Trust,Meopham Community Academies,07416211,CAD022
Academy Trust,Wren Academies Trust,06422162,CAD022
Academy Trust,Meppershall Church of England Academy,08572815,CAD022
Academy Trust,The Wren School Academy Trust,09200220,CAD022
Academy Trust,Enrich Learning Trust,07725111,CAD022
Academy Trust,Yewlands Academy Trust,07675248,CAD022
Academy Trust,Melrose Learning Trust,09012630,CAD022
Academy Trust,Aylesbury High School,07633357,CAD022
Academy Trust,Yorkshire Causeway Schools Trust,07663935,CAD022
Academy Trust,Yorkshire Collaborative Academy Trust,09668526,CAD022
Academy Trust,Cambridge Park Academy Limited,07714867,CAD022
Academy Trust,North East Sheffield Trust,08863947,CAD022
Academy Trust,Mountfields Lodge School,08240864,CAD022
Academy Trust,Cotswold Beacon Academy Trust,07692339,CAD022
Academy Trust,Abbots Hall Primary Academy,08484553,CAD022
Academy Trust,"St Mary's Church of England Primary Academy, Dilwyn",07745424,CAD022
Academy Trust,REACH2WalthamForest Academy Trust,08298697,CAD022
Academy Trust,Oakfield School Academy Trust,07694044,CAD022
Academy Trust,REACH2Warwickshire Academy Trust,08269155,CAD022
Academy Trust,Gildredge House Free School,08436285,CAD022
Academy Trust,Areté Learning Trust,09471240,CAD022
Academy Trust,Oakgrove School,07477947,CAD022
Academy Trust,St Catherine of Siena Multi Academy Company,09497062,CAD022
Academy Trust,Grindon Hall Christian School,05530130,CAD022
Academy Trust,The Bath and Wells Diocesan Academies Trust,08207095,CAD022
Academy Trust,Magna Learning Partnership,07865850,CAD022
Academy Trust,Grove Learning Trust,07728828,CAD022
Academy Trust,Education Swanage Limited,07613612,CAD022
Academy Trust,St. Joseph's Catholic Education Trust,08559647,CAD022
Academy Trust,Kedington Primary Academy,08432234,CAD022
Academy Trust,Casterton College Rutland,07718680,CAD022
Academy Trust,The Pastures Primary School,08474090,CAD022
Academy Trust,The Wythenshawe Catholic Academy Trust,08440868,CAD022
Academy Trust,Leaf Academy,08011930,CAD022
Academy Trust,Chingford Academies Trust,08179498,CAD022
Academy Trust,Birkdale High School,07695504,CAD022
Academy Trust,Deanery Church of England Primary School,07667168,CAD022
Academy Trust,Kibblesworth Academy,08063683,CAD022
Academy Trust,Romero Catholic Education Trust,07835950,CAD022
Academy Trust,Sarum Academy,07035327,CAD022
Academy Trust,Zest Academy Trust,08087508,CAD022
Academy Trust,Bungay High School,07698578,CAD022
Academy Trust,The Diocese of Ely Multi-academy Trust,08464996,CAD022
Academy Trust,Heather Garth Primary School,08431840,CAD022
Academy Trust,The Flitch Green Academy,07477728,CAD022
Academy Trust,Kingsmead Academy,07547023,CAD022
Academy Trust,Woodham Academy,08167333,CAD022
Academy Trust,Woodhouse Academy,09055607,CAD022
Academy Trust,The Wensum Trust,07982312,CAD022
Academy Trust,Huntingtower Community Primary Academy,08466505,CAD022
Academy Trust,Woodside Academy Trust,08286418,CAD022
Academy Trust,Saint Augustine's Catholic College,07736524,CAD022
Academy Trust,Brixham College Academy Trust,07845675,CAD022
Academy Trust,Lipson Co-operative Academy Trust,07561306,CAD022
Academy Trust,Canonium Learning Trust,08403703,CAD022
Academy Trust,The Kemnal Academies Trust,07348231,CAD022
Academy Trust,Cranmer Education Trust,07687709,CAD022
Academy Trust,Burnt Ash Primary School,09896945,CAD022
Academy Trust,One In A Million Free School,08008193,CAD022
Academy Trust,Aldridge Education,05670663,CAD022
Academy Trust,The Co-operative Academies Trust,07747126,CAD022
Academy Trust,Walsall Studio School,08285206,CAD022
Academy Trust,Holy Cross Catholic Primary Academy,07696114,CAD022
Academy Trust,Oakhill Primary Academy,07895856,CAD022
Academy Trust,Healthy Learning Trust,07691820,CAD022
Academy Trust,"Eddie Davies Educational Trust, The",08318962,CAD022
Academy Trust,St. Mary's Catholic School Trust,08599141,CAD022
Academy Trust,Ashwood Multi Academy Trust,08922452,CAD022
Academy Trust,Ivanhoe College,08100518,CAD022
Academy Trust,Lingfield Education Trust,08027885,CAD022
Academy Trust,Pontefract Academies Trust,08445158,CAD022
Academy Trust,Birkett House School,08231964,CAD022
Academy Trust,Mercenfeld Primary School,08423518,CAD022
Academy Trust,Saint Cecilia's Church of England School,09413691,CAD022
Academy Trust,Wood End Academy,07601680,CAD022
Academy Trust,Henbury School,07838126,CAD022
Academy Trust,Newport Girls' High School Academy Trust,07521640,CAD022
Academy Trust,Astrea Academy Trust,09791051,CAD022
Academy Trust,Ling Moor Primary Academy Limited,08141618,CAD022
Academy Trust,Hillcrest School and Sixth Form Centre,07744525,CAD022
Academy Trust,Asfordby Captain's Close Primary School,08550037,CAD022
Academy Trust,Hitchin Girls' School,07697117,CAD022
Academy Trust,Floreat Education Academies Trust,09007740,CAD022
Academy Trust,The Arbib Education Trust,05358533,CAD022
Academy Trust,Avocet Academy Trust,09254238,CAD022
Academy Trust,Devon Studio School,07941664,CAD022
Academy Trust,Wyvern Academy,08123602,CAD022
Academy Trust,The Cowplain School,07954363,CAD022
Academy Trust,Brook Learning Trust,07368292,CAD022
Academy Trust,Hummersknott Academy Trust,07664322,CAD022
Academy Trust,One World Learning Trust,04537464,CAD022
Academy Trust,"Ongar Academy Trust, The",09000501,CAD022
Academy Trust,The Giles Academy,07352123,CAD022
Academy Trust,Groby Community College,08133601,CAD022
Academy Trust,Aldridge School A Science College,07983995,CAD022
Academy Trust,Herts & Essex Multi Academy Trust,08704162,CAD022
Academy Trust,Aspirations Academies Trust,07867577,CAD022
Academy Trust,Devonport High School for Boys Academy Trust,07523546,CAD022
Academy Trust,Avonbourne International Business and Enterprise Academy Trust,08080096,CAD022
Academy Trust,Manor Hall Academy Trust,09461655,CAD022
Academy Trust,Langley Grammar School,07536795,CAD022
Academy Trust,Braunton School and Community College Academy Trust,07989226,CAD022
Academy Trust,King Edward VI Camp Hill School for Girls,07656265,CAD022
Academy Trust,Merchants' Academy Withywood,05598063,CAD022
Academy Trust,Kings Langley School,08271760,CAD022
Academy Trust,Oaklands Primary Academy,09712111,CAD022
Academy Trust,Leverington Primary Academy,07491215,CAD022
Academy Trust,Salvatorian College,08134861,CAD022
Academy Trust,Asfordby Hill Primary School,08385139,CAD022
Academy Trust,Wyvern College Academy Trust,08021829,CAD022
Academy Trust,The UCL Academy,07024902,CAD022
Academy Trust,Southport Learning Trust,07790934,CAD022
Academy Trust,"Quantock Academy, The",08767576,CAD022
Academy Trust,The Alec Reed Academy,04444278,CAD022
Academy Trust,Winterton Community Academy,08140747,CAD022
Academy Trust,White Rose Academies Trust,07958615,CAD022
Academy Trust,North Essex Multi-academy Trust,07687474,CAD022
Academy Trust,Uffculme Academy Trust,07338835,CAD022
Academy Trust,LEAF Academy Trust,05037949,CAD022
Academy Trust,Gartree High School,08023322,CAD022
Academy Trust,The Emmanuel School Trust,07640769,CAD022
Academy Trust,Kirkby la Thorpe Church of England Primary Academy,08597878,CAD022
Academy Trust,Aletheia Anglican Academies Trust,07801612,CAD022
Academy Trust,XP School Trust Limited,08344767,CAD022
Academy Trust,The Queen Katherine School Multi Academy Trust,07472799,CAD022
Academy Trust,Alexandra Infant School,08759430,CAD022
Academy Trust,Stephenson (MK) Trust,07919427,CAD022
Academy Trust,Moulsham Junior School,07973327,CAD022
Academy Trust,Leverton Church of England Academy,07998451,CAD022
Academy Trust,Oaks Academy Trust,08924656,CAD022
Academy Trust,Vale Academy Trust,07674473,CAD022
Academy Trust,Rise Park Academy Trust,09051179,CAD022
Academy Trust,River Learning Trust,07966500,CAD022
Academy Trust,"Co-operative Academy of Manchester, The",06735008,CAD022
Academy Trust,Chulmleigh Academy Trust,07697698,CAD022
Academy Trust,Bradgate Education Partnership,08168237,CAD022
Academy Trust,The New North Academy,07732879,CAD022
Academy Trust,Brooke Hill Academy Trust Limited,07693338,CAD022
Academy Trust,Gillotts School,07954417,CAD022
Academy Trust,The Pegasus Academy Trust,07542114,CAD022
Academy Trust,Pelham Academy Trust,08439184,CAD022
Academy Trust,Loreto Grammar School,08125396,CAD022
Academy Trust,Axbridge Church of England First School Academy,08163433,CAD022
Academy Trust,Leysland High School,08135122,CAD022
Academy Trust,Westlea Primary School,08713214,CAD022
Academy Trust,The Shared Learning Trust,05958361,CAD022
Academy Trust,Holy Trinity Catholic Multi Academy Company,10013691,CAD022
Academy Trust,United Learning Trust,04439859,CAD022
Academy Trust,Lickhill Primary School,07806338,CAD022
Academy Trust,Sexey's School,07698729,CAD022
Academy Trust,The Southwater Infant Academy,07540811,CAD022
Academy Trust,The Banovallum School Academy Trust,09289718,CAD022
Academy Trust,Mercia Learning Trust,08119703,CAD022
Academy Trust,"Isle of Sheppey Academy, The",06522412,CAD022
Academy Trust,The North Halifax Grammar School Academy Trust,07628903,CAD022
Academy Trust,The Epiphany School,07991877,CAD022
Academy Trust,Advance Learning Partnership,07928558,CAD022
Academy Trust,The Cotswold School Academy Trust,07338767,CAD022
Academy Trust,The Fulham Cross Academy Trust,08398143,CAD022
Academy Trust,Bricknell Primary School,08682863,CAD022
Academy Trust,Gateway Multi Academy Trust,07697070,CAD022
Academy Trust,Alexandra Junior School,08621035,CAD022
Academy Trust,Queen Elizabeth's Girls' School (Barnet),07698875,CAD022
Academy Trust,Diss High School,07692440,CAD022
