org_id_a,org_id_b,name
GB-SC-SC036865,GB-COH-SC229430,INTERNATIONAL RESOURCES AND RECYCLING INSTITUTE
GB-SC-SC036875,GB-COH-SC223302,SOCIAL INVESTMENT SCOTLAND
GB-SC-SC036883,GB-COH-SC288830,MOULIN KIRK TRUST
GB-SC-SC036887,GB-COH-SC289026,ST COLUMBA'S DRIMNIN TRUST LIMITED
GB-SC-SC036894,GB-COH-SC289114,CAIRNGORMS CHRISTIAN CENTRE
GB-SC-SC036903,GB-COH-SC273903,URRAS OIGHREACHD GHABHSAINN
GB-SC-SC036916,GB-COH-SC283350,CAPITAL CITY CHURCH INTERNATIONAL
GB-SC-SC036920,GB-COH-SC292077,THE OPENSPACE TRUST
GB-SC-SC036927,GB-COH-SC292396,ADVANTA FOUNDATION
GB-SC-SC036941,GB-COH-SC292719,CAOL REGENERATION COMPANY LIMITED
GB-SC-SC036956,GB-COH-SC293116,WESTERN ISLES TRANSPORT PRESERVATION GROUP
GB-SC-SC036972,GB-COH-SC292811,EMPLOYABILITY ORKNEY
GB-SC-SC036976,GB-COH-SC277102,BRIDGES PROJECT
GB-SC-SC036999,GB-COH-SC307007,MORAY INSHORE RESCUE ORGANISATION
GB-SC-SC037003,GB-COH-SC376811,LOCHABER HOPE
GB-SC-SC037018,GB-COH-SC292902,TIREE COMMUNITY DEVELOPMENT TRUST
GB-SC-SC037022,GB-COH-SC375223,ARGYLL AND BUTE RAPE CRISIS
GB-SC-SC037049,GB-COH-SC289259,LENDALFOOT COMMUNITY ASSOCIATION LIMITED
GB-SC-SC037052,GB-COH-SC286916,FRIENDS OF LEADBURN COMMUNITY WOODLAND
GB-SC-SC037062,GB-COH-SC310645,WESTERN ISLES RAPE CRISIS CENTRE
GB-SC-SC037072,GB-COH-SC290665,WILDHEARTS FOUNDATION LIMITED
GB-SC-SC037078,GB-COH-SC290339,THE SOUTH INDIAN CULTURAL CENTRE OF SCOTLAND
GB-SC-SC037088,GB-COH-SC295131,SILVER OF THE STARS
GB-SC-SC037097,GB-COH-SC282816,PEACE ARTS
GB-SC-SC037105,GB-COH-SC283454,NAIRN BOOK & ARTS FESTIVAL
GB-SC-SC037112,GB-COH-SC294770,ALLIANCE FOR RABIES CONTROL
GB-SC-SC037127,GB-COH-SC295252,OUTF!T-MORAY
GB-SC-SC037141,GB-COH-SC295748,MACHRIE IMPROVEMENTS
GB-SC-SC037146,GB-COH-SC294687,KADAMPA MEDITATION CENTRE ABERDEEN
GB-SC-SC037160,GB-COH-SC295774,BARCALDINE COMMUNITY ASSOCIATION
GB-SC-SC037173,GB-COH-SC293453,NEW LIFE CHURCH DUNDEE LTD
GB-SC-SC037181,GB-COH-SC296943,FAMILY SERVICE UNIT SCOTLAND
GB-SC-SC037183,GB-COH-SC195077,EDINBURGH WORLD HERITAGE TRUST
GB-SC-SC037233,GB-COH-SC297982,BRAEMAR ROYAL HIGHLAND CHARITY
GB-SC-SC037256,GB-COH-SC297361,"CONNECT CHURCH, PAISLEY"
GB-SC-SC037270,GB-COH-SC296227,URRAS NAN CRAOBH UIBHIST A TUATH
GB-SC-SC037276,GB-COH-SC297771,C7 CHURCH
GB-SC-SC037305,GB-COH-SC299137,USABLE WEBSITES
GB-SC-SC037310,GB-COH-SC394992,SOUND FESTIVAL
GB-SC-SC037311,GB-COH-SC299474,BIG HEARTS COMMUNITY TRUST
GB-SC-SC037327,GB-COH-SC363758,RE:HOPE NEXT GENERATION BIBLE CHURCH
GB-SC-SC037347,GB-COH-SC296476,BORDERS BOOK FESTIVAL
GB-SC-SC037361,GB-COH-SC296106,SOROBA COMMUNITY ENTERPRISE LIMITED
GB-SC-SC037370,GB-COH-SC377848,LOVE MUSIC PRODUCTIONS LTD
GB-SC-SC037372,GB-COH-SC303300,RAPLOCH URBAN REGENERATION COMPANY LIMITED
GB-SC-SC037374,GB-COH-SC300676,THE BORDERS GREEN TEAM ENTERPRISES
GB-SC-SC037381,GB-COH-SC307282,PORT WILLIAM COMMUNITY DEVELOPMENT TRUST
GB-SC-SC037384,GB-COH-SC349127,MELLOW PARENTING LIMITED
GB-SC-SC037399,GB-COH-SC305326,AFTER SCHOOL ACTIVITIES PROGRAMME
GB-SC-SC037425,GB-COH-SC328535,THE ABBOTSFORD TRUST
GB-SC-SC037429,GB-COH-SC299227,TRELLIS SCOTLAND
GB-SC-SC037434,GB-COH-SC294548,FUSE YOUTH CAFE GLASGOW
GB-SC-SC037435,GB-COH-SC298578,DYNAMICA DRUM CORPS LIMITED
GB-SC-SC037439,GB-COH-SC303391,NORTH LANARKSHIRE LEISURE LIMITED
GB-SC-SC037443,GB-COH-SC302932,FYNE FAMILIES
GB-SC-SC037448,GB-COH-SC299438,LASAJANG COMMUNITY PROJECT
GB-SC-SC037471,GB-COH-SC302470,AMANAT EDUCATIONAL TRUST
GB-SC-SC037472,GB-COH-SC307363,CHOICES ABERDEEN LIMITED
GB-SC-SC037475,GB-COH-SC307731,THE HEALTH AND SOCIAL CARE ALLIANCE SCOTLAND
GB-SC-SC037480,GB-COH-02550966,MARINE CONSERVATION SOCIETY
GB-SC-SC037494,GB-COH-SC306268,PROSTATE SCOTLAND
GB-SC-SC037500,GB-COH-SC308956,DA GAIRDINS ENVIRONMENT COMPANY
GB-SC-SC037515,GB-COH-SC423465,CONFIDANCE FOR LIFE
GB-SC-SC037527,GB-COH-SC309131,CITYWISE MENTORING LTD
GB-SC-SC037530,GB-COH-SC305240,WHITEINCH CENTRE LIMITED
GB-SC-SC037534,GB-COH-SC309741,DRC GENERATIONS
GB-SC-SC037541,GB-COH-SC304949,INTERLOCH TRANSPORT
GB-SC-SC037542,GB-COH-SC298908,PORTSOY COMMUNITY ENTERPRISE
GB-SC-SC037549,GB-COH-SC299349,THE DUMBARTON CASTLE SOCIETY
GB-SC-SC037554,GB-COH-00948776,PARKINSON'S DISEASE SOCIETY OF THE UNITED KINGDOM
GB-SC-SC037559,GB-COH-SC294898,HEBRIDES ALPHA PROJECT
GB-SC-SC037584,GB-COH-01182908,ASSOCIATION FOR THE STUDY OF ANIMAL BEHAVIOUR LIMITED
GB-SC-SC037586,GB-COH-04367866,MENINGITIS RESEARCH FOUNDATION
GB-SC-SC037596,GB-COH-03059425,ROY CASTLE LUNG CANCER FOUNDATION
GB-SC-SC037598,GB-COH-SC306958,THE SPARTANS COMMUNITY FOOTBALL ACADEMY
GB-SC-SC037605,GB-COH-00061625,BARNARDO'S
GB-SC-SC037609,GB-COH-SC307350,CASTLEMILK & CARMUNNOCK COMMUNITY WINDPARK TRUST
GB-SC-SC037617,GB-COH-SC310974,THE PEARCE INSTITUTE
GB-SC-SC037619,GB-COH-SC380098,RAG TAG AND TEXTILE LTD
GB-SC-SC037624,GB-COH-00994339,TEARFUND
GB-SC-SC037625,GB-COH-SC299623,NEILSTON DEVELOPMENT TRUST
GB-SC-SC037630,GB-COH-SC302496,GLENROTHES MARTIAL ARTS CENTRE
GB-SC-SC037632,GB-COH-SC298585,ACTIVE STIRLING LIMITED
GB-SC-SC037633,GB-COH-SC307309,INDEPENDENT LIVING SUPPORT
GB-SC-SC037634,GB-COH-SC305806,COMMUNITY VIOLENCE AND ABUSE SUPPORT SERVICE
GB-SC-SC037637,GB-COH-SC272202,SENIOR CITIZENS SCOTLAND
GB-SC-SC037642,GB-COH-SC278424,THE SANDEND HARBOUR TRUST COMPANY LIMITED
GB-SC-SC037646,GB-COH-SC305830,SCOTTISH BORDERS COMMUNITY DEVELOPMENT COMPANY
GB-SC-SC037652,GB-COH-SC312743,IBREAM
GB-SC-SC037657,GB-COH-SC307475,BLAIRTUMMOCK AND ROGERFIELD OPPORTUNITIES
GB-SC-SC037667,GB-COH-SC312439,STAND INTERNATIONAL LTD
GB-SC-SC037677,GB-COH-SC282564,SCOTTISH MENTORING NETWORK
GB-SC-SC037679,GB-COH-SC365959,SOUTH WEST ABERDEENSHIRE CITIZENS ADVICE BUREAU
GB-SC-SC037680,GB-COH-SC313338,YOUTHBORDERS
GB-SC-SC037684,GB-COH-SC294401,NESS & BEAULY FISHERIES TRUST
GB-SC-SC037696,GB-COH-SC309701,VOLUNTARY ACTION SOUTH LANARKSHIRE
GB-SC-SC037703,GB-COH-SC286669,CLYDESIDE INITIATIVE FOR ARTS LIMITED
GB-SC-SC037716,GB-COH-SC310955,REUSING IT
GB-SC-SC037758,GB-COH-SC226372,ISLE FUTURES
GB-SC-SC037764,GB-COH-SC314730,THE ESKS RIVERS & FISHERIES TRUST
GB-SC-SC037773,GB-COH-SC277072,GREEK THOMSON SIXTY STEPS PRESERVATION TRUST LIMITED
GB-SC-SC037774,GB-COH-SC315322,CCI GLASGOW
GB-SC-SC037778,GB-COH-SC315652,WISTON LODGE
GB-SC-SC037786,GB-COH-03344784,THE QUALITY ASSURANCE AGENCY FOR HIGHER EDUCATION
GB-SC-SC037789,GB-COH-00061274,STROKE ASSOCIATION
GB-SC-SC037790,GB-COH-02469130,MENINGITIS NOW
GB-SC-SC037819,GB-COH-SC285020,ISLAY ENERGY TRUST
GB-SC-SC037820,GB-COH-SC319146,FINTRY DEVELOPMENT TRUST
GB-SC-SC037833,GB-COH-SC262156,COMMUNITY FOOD INITIATIVES NORTH EAST LIMITED
GB-SC-SC037837,GB-COH-SC279421,EVANTON COMMUNITY TRUST
GB-SC-SC037844,GB-COH-SC313851,CULTURE AND SPORT GLASGOW
GB-SC-SC037852,GB-COH-SC220213,EQUALITY NETWORK LIMITED
GB-SC-SC037861,GB-COH-02698321,LIFEARC
GB-SC-SC037865,GB-COH-SC314809,JUNCTION 12
GB-SC-SC037874,GB-COH-SC316887,GLOBAL TREES
GB-SC-SC037882,GB-COH-SC313740,INSTITUTE FOR RESEARCH AND INNOVATION IN SOCIAL SERVICES
GB-SC-SC037888,GB-COH-SC277033,STIRLING CITY HERITAGE TRUST
GB-SC-SC037892,GB-COH-09454981,ADOPTION UK CHARITY
GB-SC-SC037901,GB-COH-03581178,CACDP
GB-SC-SC037942,GB-COH-SC312802,FIRST PORT FOR SOCIAL ENTREPRENEURS LIMITED
GB-SC-SC037943,GB-COH-SC318036,BROTHERS OF CHARITY SERVICES (SCOTLAND)
GB-SC-SC037959,GB-COH-SC314494,LINK COMMUNITY DEVELOPMENT SCOTLAND
GB-SC-SC037982,GB-COH-SC389959,RAPE AND SEXUAL ABUSE CENTRE PERTH AND KINROSS
GB-SC-SC037983,GB-COH-SC317093,FRIENDS OF CULZEAN
GB-SC-SC037988,GB-COH-SC316989,REAP
GB-SC-SC037990,GB-COH-SC380626,PENICUIK COMMUNITY DEVELOPMENT TRUST LTD
GB-SC-SC037998,GB-COH-04618713,BRITISH SAFETY COUNCIL
GB-SC-SC038043,GB-COH-SC312146,SCOTTISH CURLING TRUST
GB-SC-SC038044,GB-COH-SC316236,HOME-START DEESIDE
GB-SC-SC038053,GB-COH-SC365872,YOUNG PEOPLES FUTURES
GB-SC-SC038063,GB-COH-SC318822,WALMER CRESCENT ASSOCIATION
GB-SC-SC038068,GB-COH-02972700,CIRCLES NETWORK
GB-SC-SC038072,GB-COH-SC318911,VALUES INTO ACTION SCOTLAND
GB-SC-SC038203,GB-COH-SC321451,SAFE HARBOUR INVERCLYDE LIMITED
GB-SC-SC038217,GB-COH-SC300498,DEVELOPMENT COLL
GB-SC-SC038221,GB-COH-SC319676,COMMUNITY SCHOOLS 2008 CHARITY
GB-SC-SC038225,GB-COH-SC322915,FAITH IN OLDER PEOPLE
GB-SC-SC038233,GB-COH-SC322718,EAST RENFREWSHIRE GOOD CAUSES FUNDRAISING CHARITY
GB-SC-SC038243,GB-COH-SC323301,SIMPSON'S MEMORY BOX APPEAL
GB-SC-SC038249,GB-COH-09064489,FLORENCE NIGHTINGALE AID IN SICKNESS TRUST
GB-SC-SC038282,GB-COH-SC315284,PENICUIK COMMUNITY SPORTS AND LEISURE FOUNDATION
GB-SC-SC038324,GB-COH-SC317579,NEW LINKS ST ANDREWS
GB-SC-SC038326,GB-COH-SC318202,BLACK ISLE CASTLE CRAIG FOUNDATION
GB-SC-SC038351,GB-COH-SC319260,ART IN HOSPITAL
GB-SC-SC038352,GB-COH-SC324702,FRASERBURGH COMMUNITY WEB
GB-SC-SC038360,GB-COH-SC314596,EDINBURGH ART FESTIVAL
GB-SC-SC038372,GB-COH-SC297650,LOCHABER GEOPARK ASSOCIATION
GB-SC-SC038383,GB-COH-SC324219,3TFM COMMUNITY RADIO FOR HEALTH
GB-SC-SC038384,GB-COH-11029005,WORLD HORSE WELFARE
GB-SC-SC038415,GB-COH-01863614,ASTHMA AND LUNG UK
GB-SC-SC038454,GB-COH-04392418,NATIONAL CENTRE FOR SOCIAL RESEARCH
GB-SC-SC038459,GB-COH-SC290368,GLENS OF FOUDLAND WIND FARM COMMUNITY TRUST
GB-SC-SC038461,GB-COH-SC306620,RANGERS FORMER PLAYERS BENEVOLENT CLUB
GB-SC-SC038467,GB-COH-02803321,CANCERBACKUP
GB-SC-SC038470,GB-COH-SC300300,GALLOWAY NATURE AND HERITAGE TRUST
GB-SC-SC038493,GB-COH-01055041,L'ARCHE
GB-SC-SC038494,GB-COH-04472212,PEACE CHILD INTERNATIONAL
GB-SC-SC038497,GB-COH-03482910,CARE FOR THE FAMILY
GB-SC-SC038504,GB-COH-SC327607,LAMBHILL STABLES
GB-SC-SC038505,GB-COH-00509811,"VARIETY, THE CHILDREN'S CHARITY"
GB-SC-SC038548,GB-COH-SC320075,Y SORT-IT
GB-SC-SC038583,GB-COH-SC312596,INVERCLYDE CARERS CENTRE
GB-SC-SC038584,GB-COH-SC329031,RIVER CLYDE HOMES
GB-SC-SC038589,GB-COH-SC329238,AUCHMOUNTAIN COMMUNITY RESOURCE CENTRE
GB-SC-SC038596,GB-COH-SC305425,COMRIE DEVELOPMENT TRUST
GB-SC-SC038598,GB-COH-02839815,THE UNIVERSITIES AND COLLEGES ADMISSIONS SERVICE
GB-SC-SC038606,GB-COH-SC329382,RENTON COMMUNITY DEVELOPMENT TRUST LIMITED
GB-SC-SC038615,GB-COH-06767140,SHRI RAM CHANDRA MISSION UK
GB-SC-SC038616,GB-COH-SC313776,FAULDHOUSE AND BREICH VALLEY COMMUNITY DEVELOPMENT TRUST LTD
GB-SC-SC038618,GB-COH-07286399,THE CIVIL SERVICE BENEVOLENT FUND
GB-SC-SC038623,GB-COH-10471484,CLASSROOMS IN THE CLOUDS
GB-SC-SC038640,GB-COH-SC318618,GLASGOW CITY HERITAGE TRUST
GB-SC-SC038649,GB-COH-02876150,PLACE2BE
GB-SC-SC038671,GB-COH-06195282,HUMAN RELIEF FOUNDATION
GB-SC-SC038675,GB-COH-08553976,BOTANICAL SOCIETY OF BRITAIN AND IRELAND
GB-SC-SC038678,GB-COH-SC330279,THE BULLWOOD PROJECT
GB-SC-SC038680,GB-COH-07274491,THE GREATER WORLD CHRISTIAN SPIRITUALIST ASSOCIATION
GB-SC-SC038683,GB-COH-SC297368,RELATIONSHIPS SCOTLAND
GB-SC-SC038695,GB-COH-SC318083,CARERS OF WEST DUNBARTONSHIRE LIMITED
GB-SC-SC038717,GB-COH-SC391627,MINNIGAFF COMMUNITY NURSERY
GB-SC-SC038729,GB-COH-SC328053,PLUTOT LA VIE
GB-SC-SC038735,GB-COH-SC330748,PEARTREE IT
GB-SC-SC038739,GB-COH-SC318669,EDINBURGH PALETTE
GB-SC-SC038742,GB-COH-SC330751,LAMH RECYCLE LIMITED
GB-SC-SC038749,GB-COH-SC329625,INTERNATIONAL FUTURES FORUM
GB-SC-SC038770,GB-COH-SC331738,THE PRINCE'S FOUNDATION
GB-SC-SC038772,GB-COH-SC309745,THE GLASGOW WOOD RECYCLING PROJECT
GB-SC-SC038775,GB-COH-05973987,NEWSTRAID BENEVOLENT FUND
GB-SC-SC038776,GB-COH-04655175,CHRISTIANS AGAINST POVERTY
GB-SC-SC038803,GB-COH-02814206,BRATHAY TRUST
GB-SC-SC038805,GB-COH-03884685,THE ASSOCIATION OF GRADUATE CAREERS ADVISORY SERVICES
GB-SC-SC038810,GB-COH-SC326073,KADAMPA MEDITATION CENTRE EDINBURGH LTD
GB-SC-SC038811,GB-COH-02726030,THE ELECTRICAL INDUSTRIES CHARITY LIMITED
GB-SC-SC038812,GB-COH-SC331092,DRUMSAGARD TRUST
GB-SC-SC038815,GB-COH-SC321863,ABERFELDY DRAMA CLUB
GB-SC-SC038819,GB-COH-SC330936,INVERCLYDE ADVICE & EMPLOYMENT RIGHTS CENTRE
GB-SC-SC038822,GB-COH-SC389404,INNERLEITHEN COMMUNITY TRUST
GB-SC-SC038828,GB-COH-00256353,COMBAT STRESS
GB-SC-SC038836,GB-COH-SC331537,LIBER8 (LANARKSHIRE) LIMITED
GB-SC-SC038851,GB-COH-SC327751,CEIS AYRSHIRE
GB-SC-SC038852,GB-COH-SC332775,KILLIN AND ARDEONAIG COMMUNITY DEVELOPMENT TRUST LIMITED
GB-SC-SC038858,GB-COH-SC332951,THE ENTREPRENEURIAL SCOTLAND FOUNDATION
GB-SC-SC038860,GB-COH-02883771,THE CHRISTIAN TRUST
GB-SC-SC038863,GB-COH-05294321,THE BRITISH POLIO FELLOWSHIP
GB-SC-SC038864,GB-COH-03138683,MUSIC IN HOSPITALS AND CARE
GB-SC-SC038865,GB-COH-01774738,KEY ENTERPRISES (1983) LIMITED
GB-SC-SC038868,GB-COH-05579632,GAME AND WILDLIFE CONSERVATION TRUST
GB-SC-SC038869,GB-COH-SC357204,KINCARDINE AND MEARNS CITIZENS ADVICE BUREAU
GB-SC-SC038870,GB-COH-SC332979,SPORTS DRIVING
GB-SC-SC038882,GB-COH-SC329836,ST FILLANS COMMUNITY TRUST LIMITED
GB-SC-SC038884,GB-COH-04974643,STREET LEAGUE
GB-SC-SC038887,GB-COH-02701445,REMAR ASSOCIATION (UK)
GB-SC-SC038888,GB-COH-SC271553,STRONSAY DEVELOPMENT TRUST
GB-SC-SC038890,GB-COH-02485660,THE LEARNING THROUGH LANDSCAPES TRUST
GB-SC-SC038908,GB-COH-SC333208,KILFINAN COMMUNITY FOREST COMPANY
GB-SC-SC038909,GB-COH-SC306586,THE ISLAND OF HOY DEVELOPMENT TRUST
GB-SC-SC038910,GB-COH-05311186,PETS AS THERAPY
GB-SC-SC038971,GB-COH-03870883,INSTITUTE OF FUNDRAISING
GB-SC-SC038980,GB-COH-SC325854,MEARNS AND COASTAL HEALTHY LIVING NETWORK
GB-SC-SC039008,GB-COH-01626869,PHOENIX HOUSE
GB-SC-SC039016,GB-COH-03439305,ASSOCIATION OF MARINE ELECTRONIC & RADIO COLLEGES LIMITED
GB-SC-SC039030,GB-COH-03974594,IHSGB LIMITED
GB-SC-SC039039,GB-COH-02823181,LANTRA
GB-SC-SC039042,GB-COH-00612172,OXFAM
GB-SC-SC039049,GB-COH-06297479,THE CIVIL SERVICE RETIREMENT FELLOWSHIP
GB-SC-SC039050,GB-COH-02516146,CANINE PARTNERS FOR INDEPENDENCE
GB-SC-SC039052,GB-COH-02779751,THE ADOLESCENT AND CHILDREN'S TRUST
GB-SC-SC039058,GB-COH-02848982,BREAKTHROUGH BREAST CANCER
GB-SC-SC039066,GB-COH-07461134,ASSOCIATION OF CHARITY INDEPENDENT EXAMINERS
GB-SC-SC039095,GB-COH-SC327507,TRAILL HALL COMMUNITY TRUST
GB-SC-SC039107,GB-COH-03437446,MISSION AVIATION FELLOWSHIP UK
GB-SC-SC039117,GB-COH-00703509,VOLUNTARY SERVICE OVERSEAS
GB-SC-SC039119,GB-COH-SC312903,SISTEMA SCOTLAND
GB-SC-SC039133,GB-COH-SC340267,EQUAL ADVENTURE
GB-SC-SC039135,GB-COH-SC334732,FULL CIRCLE FOUNDATION
GB-SC-SC039137,GB-COH-03666739,THE BRAINWAVE CENTRE LIMITED
GB-SC-SC039156,GB-COH-SC335011,COMMUNITY LAW ADVICE NETWORK
GB-SC-SC039159,GB-COH-SC399876,KIRRIEMUIR HERITAGE TRUST
GB-SC-SC039170,GB-COH-03036802,AFASIC
GB-SC-SC039171,GB-COH-01435877,VOLUNTEERING MATTERS
GB-SC-SC039172,GB-COH-05382181,HOME-START UK
GB-SC-SC039173,GB-COH-00246919,GOODENOUGH COLLEGE
GB-SC-SC039189,GB-COH-07974609,ABF THE SOLDIERS' CHARITY
GB-SC-SC039201,GB-COH-SC320350,NATIONAL NAVIGATION AWARD SCHEME
GB-SC-SC039207,GB-COH-05108466,LEUKAEMIA CARE SOCIETY LIMITED
GB-SC-SC039209,GB-COH-00793583,NETHERHALL EDUCATIONAL ASSOCIATION
GB-SC-SC039220,GB-COH-02634440,THE CHRISTIAN INSTITUTE
GB-SC-SC039230,GB-COH-04978912,UK BIOBANK LIMITED
GB-SC-SC039237,GB-COH-05713403,ATTEND
GB-SC-SC039239,GB-COH-02806910,WORKERS' EDUCATIONAL ASSOCIATION
GB-SC-SC039244,GB-COH-05743962,THE SOCIETY FOR THE PROTECTION OF ANCIENT BUILDINGS
GB-SC-SC039246,GB-COH-SC336886,TAILOR ED FOUNDATION
GB-SC-SC039247,GB-COH-01847860,WOODEN SPOON SOCIETY
GB-SC-SC039249,GB-COH-SC374934,NITHSDALE AMATEUR ROWING CLUB LIMITED
GB-SC-SC039250,GB-COH-01039582,MICROBIOLOGY SOCIETY
GB-SC-SC039255,GB-COH-04620683,NATIONAL GROCERS BENEVOLENT FUND
GB-SC-SC039256,GB-COH-03535618,RAILWAY PATHS LIMITED
GB-SC-SC039257,GB-COH-04509293,THE BRITISH ALLERGY FOUNDATION
GB-SC-SC039261,GB-COH-05736932,CVQO LTD
GB-SC-SC039262,GB-COH-03270369,FORCES EMPLOYMENT CHARITY
GB-SC-SC039263,GB-COH-01797726,SUSTRANS
GB-SC-SC039267,GB-COH-03260153,THE MOVE PARTNERSHIP
GB-SC-SC039268,GB-COH-02206468,BUTTERFLY CONSERVATION
GB-SC-SC039277,GB-COH-03738566,THE COALFIELDS REGENERATION TRUST
GB-SC-SC039280,GB-COH-03266897,TOMMY'S
GB-SC-SC039284,GB-COH-00549089,ACTION MEDICAL RESEARCH
GB-SC-SC039299,GB-COH-05772999,GENETIC ALLIANCE UK LTD
GB-SC-SC039302,GB-COH-00976410,THE CONSERVATION VOLUNTEERS
GB-SC-SC039307,GB-COH-00864097,CARERS UK
GB-SC-SC039309,GB-COH-02368495,BEAT (FORMERLY EATING DISORDERS ASSOCIATION)
GB-SC-SC039319,GB-COH-SC334650,TAYMARA
GB-SC-SC039320,GB-COH-03282856,BRE TRUST
GB-SC-SC039322,GB-COH-02422401,ASTHMA UK
GB-SC-SC039328,GB-COH-SC336337,STRATHBLANE COMMUNITY DEVELOPMENT TRUST
GB-SC-SC039330,GB-COH-SC327458,BRAEBURN HOME
GB-SC-SC039332,GB-COH-02653887,PROSTATE CANCER UK
GB-SC-SC039334,GB-COH-SC337234,GREEN ROUTES STIRLING
GB-SC-SC039336,GB-COH-05201058,INSTITUTE OF CONSERVATION
GB-SC-SC039338,GB-COH-01507277,THE FOSTERING NETWORK
GB-SC-SC039339,GB-COH-01993854,CHILD POVERTY ACTION GROUP
GB-SC-SC039343,GB-COH-00265218,UFM WORLDWIDE
GB-SC-SC039364,GB-COH-01356661,GRIMSTHORPE & DRUMMOND CASTLE TRUST LIMITED
GB-SC-SC039370,GB-COH-04502783,TIME BANKS UK
GB-SC-SC039383,GB-COH-SC351218,CHILDREN IN DISTRESS
GB-SC-SC039389,GB-COH-05747404,THE MERTOUN GARDENS TRUST
GB-SC-SC039396,GB-COH-SC338675,NORTHMAVINE COMMUNITY DEVELOPMENT COMPANY
GB-SC-SC039405,GB-COH-01217770,THE INSTITUTE OF BREWING & DISTILLING
GB-SC-SC039410,GB-COH-02882729,THE WILDFOWL & WETLANDS TRUST
GB-SC-SC039411,GB-COH-00189648,BLIND VETERANS UK
GB-SC-SC039426,GB-COH-00699547,BRITISH HEART FOUNDATION
GB-SC-SC039440,GB-COH-02011023,SOCIAL FARMS AND GARDENS
GB-SC-SC039444,GB-COH-SC333575,ST. MONANS COMMUNITY TRUST
GB-SC-SC039445,GB-COH-00705357,MUSCULAR DYSTROPHY GROUP OF GREAT BRITAIN AND NORTHERN IRELAND
GB-SC-SC039447,GB-COH-SC328243,NEWLANDS COMMUNITY DEVELOPMENT TRUST
GB-SC-SC039465,GB-COH-SC340300,SEARCH FOR TRUTH CHARITABLE TRUST
GB-SC-SC039469,GB-COH-03121130,CHURCH OF GOD - UNITED KINGDOM
GB-SC-SC039479,GB-COH-01787329,WATERAID
GB-SC-SC039491,GB-COH-SC270245,CRAFT SCOTLAND
GB-SC-SC039505,GB-COH-01512339,RADIO LOLLIPOP (UK) LIMITED
GB-SC-SC039511,GB-COH-04822073,FERTILITY NETWORK UK
GB-SC-SC039512,GB-COH-01450892,DAWLIFFE HALL EDUCATIONAL FOUNDATION
GB-SC-SC039513,GB-COH-02601222,TAOIST TAI CHI SOCIETY OF GREAT BRITAIN
GB-SC-SC039514,GB-COH-SC340729,BORDERS DIRECT PAYMENT AGENCY
GB-SC-SC039516,GB-COH-SC266310,GAIRLOCH COMMUNITY CAR SCHEME
GB-SC-SC039521,GB-COH-SC340297,THE ARCHIE FOUNDATION
GB-SC-SC039522,GB-COH-SC262949,VOX MOTUS
GB-SC-SC039525,GB-COH-SC341272,THE JAMES GIBB STUART TRUST
GB-SC-SC039534,GB-COH-03139939,AMNESTY INTERNATIONAL UK SECTION CHARITABLE TRUST
GB-SC-SC039546,GB-COH-SC337763,MACROBERT ARTS CENTRE LIMITED
GB-SC-SC039556,GB-COH-02576828,SCREENSKILLS LIMITED
GB-SC-SC039557,GB-COH-04723022,BBC CHILDREN IN NEED
GB-SC-SC039578,GB-COH-00943228,SUE RYDER
GB-SC-SC039583,GB-COH-05021381,THE BRITISH PAIN SOCIETY
GB-SC-SC039587,GB-COH-SC371469,SELF DIRECTED SUPPORT SCOTLAND
GB-SC-SC039593,GB-COH-04016725,WWF-UK
GB-SC-SC039604,GB-COH-SC314208,WESTERN WILDCATS HOCKEY CLUB
GB-SC-SC039605,GB-COH-SC342436,INSPIRING SCOTLAND
GB-SC-SC039611,GB-COH-SC382945,CENTRESTAGE COMMUNITIES LTD
GB-SC-SC039613,GB-COH-00405180,OUTWARD BOUND GLOBAL
GB-SC-SC039621,GB-COH-SC339517,DUNDEE MIXED MARTIAL ARTS YOUTH AND COMMUNITY SPORTS ASSOCIATION
GB-SC-SC039624,GB-COH-SC336414,REFORM SCOTLAND
GB-SC-SC039632,GB-COH-02398586,FREEDOM FROM TORTURE
GB-SC-SC039635,GB-COH-08879288,THE ENGINEERING DEVELOPMENT TRUST
GB-SC-SC039636,GB-COH-SC317301,ARDOCH DEVELOPMENT TRUST
GB-SC-SC039637,GB-COH-SC321870,ISLE OF RUM COMMUNITY TRUST
GB-SC-SC039640,GB-COH-SC293485,SUNART COMMUNITY COMPANY
GB-SC-SC039643,GB-COH-SC339217,"STOP CLIMATE CHAOS, SCOTLAND"
GB-SC-SC039644,GB-COH-SC335599,CLYDE GATEWAY URC
GB-SC-SC039645,GB-COH-06541911,OMF INTERNATIONAL (UK)
GB-SC-SC039654,GB-COH-04118259,DEBRA
GB-SC-SC039671,GB-COH-02225727,COMMUNITY INTEGRATED CARE
GB-SC-SC039673,GB-COH-SC333698,COMMUNITY ENERGY SCOTLAND LIMITED
GB-SC-SC039677,GB-COH-SC344544,AVOCH HARBOUR TRUST LIMITED
GB-SC-SC039681,GB-COH-02412299,STONEWALL EQUALITY LIMITED
GB-SC-SC039683,GB-COH-02239250,ACTION AGAINST MEDICAL ACCIDENTS
GB-SC-SC039684,GB-COH-04254201,RETAIL TRUST
GB-SC-SC039693,GB-COH-00601049,THE INSTITUTE OF LEADERSHIP AND MANAGEMENT
