Old charity number,New charity number,Name
1133735,1182579,CLEVEDON BAPTIST CHURCH
523549,1186317,CLIFFORD VILLAGE HALL
508753,1182047,CLIFTON COMMUNITY ASSOCIATION
303229,1148357,CLOCKHOUSE COMMUNITY ASSOCIATION
506956,1161672,COCKERMOUTH MOUNTAIN RESCUE TEAM
214953,1188363,CODDINGTON VILLAGE HALL
1009211,1154320,COLCHESTER SCHOOL OF GYMNASTICS
302357,1182267,COLNEY HEATH VILLAGE HALL
305988,1170994,COMBINED CADET FORCE ASSOCIATION
1006643,1188251,COMMUNICATION UNLIMITED
1104662,1167437,COMMUNITIES WELFARE NETWORK
803013,1172135,COMMUNITY CARE NORTH BUCKS (CCNB)
1148877,1177705,COMMUNITY MATTERS (YORKSHIRE)
296940,1193803,COMMUNITY USE FOR THE OLD STATION
251396,1156033,CONWAY HALL ETHICAL SOCIETY
1056923,1170091,CORNWALL ONE PARENT SUPPORT
1108093,1160773,CORNWALL PEOPLE FIRST
1149847,1192490,CÔR Y GLEISION/CARDIFF BLUES CHOIR
505092,1194997,COTTESMORE VILLAGE HALL TRUST
1051003,1168634,COUNSELLING PLUS COMMUNITY
1141386,1162524,COWBRIDGE MUSIC FESTIVAL
1056342,1183483,CRAIG Y DON PLAYSCHOOL
1122188,1187708,CRAMLINGTON UNITED FOOTBALL CLUB
280857,1173791,CRAWLEY DOWN COMMUNITY CENTRE ASSOCIATION
511194,1171649,CRAWSHAWBOOTH COMMUNITY ASSOCIATION
1042598,1184797,CROCO-DOCO-DILE PLAYGROUP
506066,1169235,CROMFORD COMMUNITY CENTRE ASSOCIATION
1047002,1189980,CROWMARSH PRE-SCHOOL
1037680,1186585,CRUDWELL PRE-SCHOOL
515020,1156649,CUMBRIA DEVELOPMENT EDUCATION CENTRE
1096438,1174780,CYFEILLION YSGOL GYMUNED PENISARWAUN
1160283,1184037,CYLCH MEITHRIN ALLTCAFAN
1054837,1193412,CYLCH MEITHRIN AWEL Y MYNYDD
1056295,1193056,CYLCH MEITHRIN BEDDAU
1055793,1186323,CYLCH MEITHRIN BODAWEN
1169809,1193905,CYLCH MEITHRIN BRO DYSYNNI
1056011,1185326,CYLCH MEITHRIN CARMEL
1075891,1194580,CYLCH MEITHRIN CHWILOG
1059445,1194640,CYLCH MEITHRIN CORRIS
1056997,1196772,CYLCH MEITHRIN CRICCIETH
1054974,1182051,CYLCH MEITHRIN CRYMYCH
1062947,1196259,CYLCH MEITHRIN FELINFOEL
1058397,1194106,CYLCH MEITHRIN FFAIRFACH
1056090,1190594,CYLCH MEITHRIN GARNDOLBENMAEN
1081636,1191324,CYLCH MEITHRIN LLANBEDR
1090927,1198334,CYLCH MEITHRIN LLANGYNNWR
1069386,1190453,CYLCH MEITHRIN LLANUWCHLLYN
1055897,1178512,CYLCH MEITHRIN LLECHRYD
1053669,1187512,CYLCH MEITHRIN MACHYNLLETH
1066229,1193089,CYLCH MEITHRIN MAES Y MORFA
1056435,1187891,CYLCH MEITHRIN MWY ABERGELE
1055792,1187439,CYLCH MEITHRIN MWY YSGOL TWM O'R NANT
1178052,1182121,CYLCH MEITHRIN MYNYDDYGARREG
1090290,1178377,CYLCH MEITHRIN PENCADER
1056905,1178816,CYLCH MEITHRIN PENPARC
1125182,1185641,CYLCH MEITHRIN PLANT BACH SARN
1056969,1193137,CYLCH MEITHRIN PORTHMADOG
1056138,1182224,CYLCH MEITHRIN PWLLHELI
1055780,1186799,CYLCH MEITHRIN RHOSYBOL
1055292,1195099,CYLCH MEITHRIN SEIONT A PHEBLIG
1054836,1194450,CYLCH MEITHRIN TALYSARN
1146571,1194514,CYLCH MEITHRIN Y DELYN
1057675,1184382,CYLCH MEITHRIN Y FENNI
1088989,1182115,CYLCH MEITHRIN Y FFLINT
1056413,1194800,CYLCH MEITRHIN BRO ELFED
1152174,1196041,CYLCH Y COED
1092456,1169424,CYMDEITHAS TREWYDDEL
1002926,1174402,CYNTHIA SPENCER HOSPICE CHARITY
1067739,1177145,DAISY'S DREAM
1098764,1163317,DALTON LE DALE COMMUNITY ASSOCIATION
1152158,1176596,DAME AGNES WESTON'S ROYAL CHARITY FOR THE NAVAL SERVICE
297302,1168979,DANBURY VILLAGE HALL
1123889,1168827,DARLEY DALE PRESCHOOL AND NURSERY
700129,1188452,DARLINGTON AND DISTRICT TALKING NEWSPAPER ASSOCIATION
292063,1158619,DAUXWOOD PRE-SCHOOL GROUP
1102867,1156860,DEAF HILL WARD REGENERATION PARTNERSHIP
1086927,1157624,DENTON HOLME COMMUNITY ASSOCIATION
511221,1198808,DERBY CITY AND DISTRICT TALKING NEWSPAPER ASSOCIATION
511766,1159537,DERBYSHIRE ALCOHOL ADVICE SERVICE
219759,1193099,DERRINGTON VILLAGE HALL
327326,1155117,DESIGN HISTORY SOCIETY
517354,1153377,DEVELOPMENT EDUCATION CENTRE (SOUTH YORKSHIRE)
1078952,1188959,DEVIZES ARTS FESTIVAL
1143533,1181126,DIDSBURY CIVIC SOCIETY
1061702,1198841,DISABILITY INFORMATION SERVICE HUNTINGDONSHIRE
1166385,1197061,DISCOVERU
311120,1168112,DISS MUSEUM
1098619,1178719,DOG ASSISTANCE IN DISABILITY
1067127,1176552,DOORWAY
1073818,1169215,DORSET MENTAL HEALTH FORUM
232548,1158507,DOWNSIDE ABBEY GENERAL TRUST
1094631,1191830,DOWNSIDE PRE-SCHOOL
513882,1195660,DOWNS LIGHT RAILWAY TRUST
1099967,1169143,DUDLEY BOROUGH INTERFAITH NETWORK
264886,1195295,DULVERTON TOWN HALL
303205,1169408,DULWICH VILLAGE PRE-SCHOOL
1051569,1168266,DUNSTON FAMILY CHURCH
222673,1191033,DURHAM AGED MINEWORKERS' HOMES ASSOCIATION
520769,1185652,DURHAM COMMUNITY ASSOCIATION
700259,1172534,EASINGWOLD DISTRICT COMMUNITY CARE ASSOCIATION
1046052,1190589,EAST ANGLIAN BANGLADESHI ISLAMIC TRUST
522820,1183455,EASTERN GREEN VILLAGE HALL
1013950,1182308,EAST KESWICK WILDLIFE TRUST
1116449,1197758,EAST LEAKE AND DISTRICT LOCAL HISTORY SOCIETY
702112,1191110,EASTRINGTON VILLAGE HALL ASSOCIATION
1074108,1168148,EAST SUFFOLK RIDING FOR THE DISABLED ASSOCIATION
293273,1169451,EATON SOCON PRE-SCHOOL
501973,1166746,ECKINGTON FRIENDSHIP CLUB
224741,1188344,EDWARD HOLT TRUST
1015729,1201899,EDWINSTREE SCHOOL ASSOCIATION
1084214,1193462,ELLINGHAM VILLAGE HALL
302447,1189231,ELM COURT YOUTH AND COMMUNITY CENTRE
302362,1186436,ELSENHAM COMMUNITY ASSOCIATION
1127268,1186269,EMMANUEL EVANGELICAL CHURCH (BAPTIST) NEWPORT
1015587,1154632,ENGLISH SPRINGER SPANIEL WELFARE
1036423,1157720,ERB'S PALSY GROUP
301449,1185252,ESSEX COUNTY FEDERATION OF YOUNG FARMERS' CLUBS
299615,1167403,EUROPEAN CONSORTIUM FOR POLITICAL RESEARCH
1139962,1170633,EVERY HUMAN MATTERS
1130879,1190876,EXTRA MILE
1185697,1196900,FAIRPLAY4US
1029088,1195491,FAIRVIEW UNDER FIVES GROUP
1169831,1175792,FAITH AGLOW MINISTRIES
1170242,1186184,FAKENHAM BAPTIST COMMUNITY CHURCH
1145405,1193045,FALMOUTH & EXETER STUDENTS' UNION
1002009,1183964,FAMILIES FIRST (NORTH EAST)
1063035,1152892,FAMILY LIFE CHRISTIAN CENTRE
1119358,1196808,FAMILY SUPPORT LINK
1141009,1171389,FAMILY VOICE PETERBOROUGH
201348,1187181,FARLEY HOSPITAL
1150233,1185143,FARNWORTH BAPTIST CHURCH
1039603,1160027,FATIMA WOMEN'S ASSOCIATION
1136009,1174796,FEEDING FUTURES
305368,1185601,FERNHURST RECREATION GROUND TRUST
286318,1189325,FISH VOLUNTEER CENTRE
1096374,1195672,FLAME INTERNATIONAL
1045360,1155663,FLEDGLINGS PRE-SCHOOL
261384,1169526,FLEET HOSPITAL AND COMMUNITY FRIENDS
282259,1185826,FLEETVILLE COMMUNITY CENTRE
1189546,1129461,FLIGHTS FOR LIFE
1015318,1195503,FOUNDRY UNDER FIVES
1088429,1169984,FOUNTAIN OF WISDOM MINISTRIES
1087097,1178799,FOX SCHOOL ASSOCIATION
1008459,1161926,FREEDOM CHURCH HEREFORD
1015592,1194237,FREELAND PRE-SCHOOL
1056130,1186179,FRESHWATERS CONTACT CENTRE
1032083,1192837,FRIENDS OF ASHPERTON PRIMARY ACADEMY
1154998,1188060,FRIENDS OF BROOMHILL
1189142,1199785,FRIENDS OF CLAPHAM COMMON
272195,1157116,FRIENDS OF COLERNE CHURCH
1181235,1184307,FRIENDS OF DAVENPORT HOUSE
1057851,1159732,FRIENDS OF HEREWARD COLLEGE
1116316,1185262,FRIENDS OF KHASDOBIR BANGLADESH
517647,1173789,FRIENDS OF KILLHOPE
270864,1187814,FRIENDS OF MIR
296413,1178763,FRIENDS OF NUNHEAD CEMETERY
513449,1185584,FRIENDS OF PENDLE HERITAGE
1116880,1183373,FRIENDS OF PICU
1108785,1170838,FRIENDS OF RSVP WEST REGION
1011366,1191429,FRIENDS OF THE ISRAEL OPERA TRUST
1097976,1162180,FRIENDS OF UPMINSTER WINDMILL
222871,1195675,FRIENDS OF YORK MINSTER
227414,208465,FUEL ALLOTMENT
1040544,1171257,FULFORD PRE-SCHOOL
1005211,1163073,FURNESS RAILWAY TRUST
1080404,1197287,FYLDE TRANSPORT TRUST
1008924,1183553,GAMEKEEPERS WELFARE TRUST
1073791,1176116,GARTMORE RIDING SCHOOL RIDING FOR THE DISABLED ASSOCIATION
288415,1180163,GEORGE STREET COMMUNITY CENTRE FENNY STRATFORD
1133644,1179035,GHAUSIA CENTRE
233942,1169112,GILLINGHAM BAPTIST CHURCH
1066544,1165670,GLENRIDDING PUBLIC HALL
1127374,1164226,GLOBAL ARTS KINGSTON
275036,1188733,GLOBAL FELLOWSHIP OF CHRISTIAN YOUTH
1122336,1139963,GLOUCESTER CATTLE SOCIETY LIMITED
1089263,1188171,GODMANCHESTER BAPTIST CHURCH
1097795,1168046,GOD'S VINEYARD MINISTRIES
271630,1160717,GOLDEN SUNSET TRUST
1151581,1194727,GOLDSMITHS STUDENTS' UNION
1096361,1197282,GORLIN SYNDROME GROUP
1122567,1183461,GOWER STREET
1107950,1170141,GRACE CHURCH BRIDGEND
1154943,1185990,"GRACE CHURCH, MUSWELL HILL"
1038463,1186689,GRACE CHURCH WEST WALES
1105239,1162960,GRACE COMMUNITY CHURCH
1146588,1195874,GRANTHAM FOODBANK
1020884,1190516,GRAPPENHALL PRE-SCHOOL
1057468,1163427,GRASSROOTS PROGRAMME
1004743,1158767,GREAT AYCLIFFE VILLAGE HALL ASSOCIATION
1141944,1151616,GREAT BARTON FREE CHURCH
1143966,1189175,GREATER MANCHESTER FIRE SERVICE MUSEUM TRUST
1123500,1181709,GREATER READING NEPALESE COMMUNITY ASSOCIATION
1110207,1150667,GREATHAM COMMUNITY ASSOCIATION LIMITED
1147413,1193487,GREAT LIGHT CHURCH LTD
303959,1182009,GREAT MASSINGHAM VILLAGE HALL AND INSTITUTE
1138296,1156314,GREAT PARKS CHAPEL MANAGEMENT TRUST
1017907,1169731,GREENACRES COMMUNITY ASSOCIATION
1085414,1184437,GREEN HILL TRUST
1104573,1185734,GRENADINE
1127746,1150927,GROVE CHAPEL
1010797,1182474,GROVE DAY CENTRE FOR THE ELDERLY
1067000,1163792,HACKNEY PLAYBUS
1013051,1191159,HACKNEY YOUTH ORCHESTRAS TRUST
521109,1163441,HALEWOOD YOUTH IN COMMUNITY CENTRE
1002675,1150445,HALOW (BIRMINGHAM)
288957,1151174,HAMBLEDON NURSERY SCHOOL LTD
1134213,1186058,HAMPSHIRE AND ISLANDS AREA QUAKER MEETING
1109271,1175497,HAMSTERLEY TRAILBLAZERS
287553,1193539,HANHAM TODDLERS PRESCHOOL
1150608,1192811,HARBURY JUNIORS FOOTBALL CLUB
277169,1183526,HARPENDEN AND DISTRICT LOCAL HISTORY SOCIETY
1025526,1183475,HARPOLE PRE-SCHOOL
298763,1181824,HARROW INTERNATIONAL CHRISTIAN CENTRE
1033055,1158901,HARTFIELD PLAYSCHOOL
1135282,1160346,HARTLEPOOL BEREAVEMENT SERVICE
300161,1157858,HARWELL VILLAGE HALL
1164554,1014678,HASTINGS BADGER PROTECTION SOCIETY
296457,1198985,HAVERHILL AND DISTRICT LOCAL HISTORY GROUP
1020897,1200590,HEADINGTON COMMUNITY ASSOCIATION
1119272,1164520,HEADLANDS OUT OF SCHOOL CLUB
1158474,1187677,HEALTH CARE 4 ALL INTERNATIONAL (HC4AI)
1036162,1196447,HELLESDON COMMUNITY PRE-SCHOOL
1158066,1186387,HEMEL VINEYARD CHURCH
219334,1190244,HENLEY-IN-ARDEN WAR MEMORIAL TRUST
510732,1174917,HEREFORDSHIRE BEEKEEPERS' ASSOCIATION
1154794,1188902,HERRINGTHORPE UNITED REFORMED CHURCH
507077,1177670,HESWALL DISABLED CHILDREN'S HOLIDAY FUND
510867,1177451,HETT VILLAGE HALL ASSOCIATION
278035,1189336,HIGHCLIFFE COMMUNITY ASSOCIATION
1134868,1191586,HINCKLEY BAPTIST CHURCH
1039172,1180397,HINDU CULTURAL ASSOCIATION DUDLEY (MATA DA MANDIR)
1116704,261646,HINDU CULTURAL ORGANISATION
1130726,1195343,HISTON BAPTIST CHURCH
1103835,1191016,HOLDING ON LETTING GO
800465,1151738,HOLY MISSION OF GURU NANAK
1032568,1160447,HOME-START BRACKNELL FOREST
1032260,1189897,HOME-START GREENWICH
1054644,1154609,HOME-START GUILDFORD
700797,1161151,HOME-START YORK
1127869,1187113,"HOPE BAPTIST CHURCH, PLYMOUTH"
1109846,1184061,HOPE CHURCH MERTHYR
1127042,1189188,HORN OF AFRICA CHARITY ORGANISATION
1112869,1169561,HOSPICE HOPE
272046,1191302,HOSPITAL RADIO BASINGSTOKE
1135243,1193789,HOUSE OF HODGE
1064343,1183268,HOUSE OF THE OPEN DOOR
1051091,1187602,HOVE CIVIC SOCIETY
1122488,1190830,HUDDERSFIELD PREGNANCY CRISIS CENTRE
1141201,1152549,HULL UNIVERSITY UNION LIMITED
513381,1170070,HUNSWORTH COMMUNITY ASSOCIATION
1073735,1186377,HUNTINGDON AND DISTRICT RIDING FOR THE DISABLED ASSOCIATION
1163806,1170241,HURST GREEN EVANGELICAL CHURCH
301346,1164605,HUTTON COMMUNITY CENTRE
1068075,1165029,HUTTON MAGNA VILLAGE HALL
1082188,1175752,HYTHE BAY CHILDREN'S CENTRE
259078,1194760,IFIELD BARN THEATRE SOCIETY
1151786,1188972,ILKETSHALL ST LAWRENCE PRE-SCHOOL
1075650,1172217,IMAM ALI FOUNDATION
1110642,1187709,INDIAN QUEENS VICTORY HALL
1141194,1186618,INTERNATIONAL COMMUNITY ORGANISATION OF SUNDERLAND
1149959,1181613,INTERNATIONAL PRAISE CENTRE
1151959,1191720,INTERNATIONAL TAOIST SOCIETY
298345,1177169,INVOLVE - VOLUNTARY ACTION IN MID DEVON
1100259,1160490,ISLAMIC HELP
1075875,1189478,ISLAMIC INFORMATION CENTRE BRISTOL
900177,1156683,ISLE OF WIGHT CHRISTIAN FELLOWSHIP
518645,1170028,ISRAAC SOMALI COMMUNITY ASSOCIATION
1078300,1170126,ITESO WELFARE ASSOCIATION ( IWA )
1090801,1192383,JACK AND JILL PLAYGROUP
1152084,1161904,JAMES HIRONS
1000870,1183110,JAMES HOPKINS TRUST
213834,1164572,JAPAN CHRISTIAN LINK
209197,1167024,JARVIS ELEEMOSYNARY CHARITY
1093740,1163970,JEREMY COLLER FOUNDATION
1019755,1186940,JERMYN STREET THEATRE
200232,1155042,JERRY GREEN DOG RESCUE
272365,1184544,JEWELLERY AND SILVER SOCIETY OF OXFORD
1075932,1173733,JIGSAW YOUTH THEATRE
1165551,1147613,JUST WHIPPETS RESCUE
701626,1187137,KEIGHLEY YOUTH THEATRE
1119247,1189374,KENFIG HILL AND PYLE BOWLS CLUB
1083467,1174002,KENNET VALLEY FREE CHURCH
1138210,1183556,KENT UNION
304779,1186279,KESGRAVE WAR MEMORIAL COMMUNITY CENTRE
519298,1160940,KESWICK AGRICULTURAL SOCIETY LIMITED
1144471,1185084,KETTERING STREET PASTORS
1155086,1161707,KIDS NEED BOTH PARENTS
1115059,1162779,KIDZ2GETHER
1015027,1189769,KILLINGWORTH YOUNG PEOPLES CLUB
289014,1168366,KINGSCLERE COMMUNITY ASSOCIATION
233266,1189234,KINGSCLERE VILLAGE CLUB
1059882,1183048,KINGSMEAD PRE-SCHOOL
1052604,1170270,KINGS PARK CHRISTIAN CENTRE
202502,1182389,KINGSTON-UPON-THAMES UNITED CHARITIES
257551,1160403,KINGSTON VOLUNTARY ACTION
1121482,1185899,KING STREET PRE-SCHOOL
1145886,1192345,KINGSWAY RESIDENTS ASSOCIATION
511238,1193493,KINGTON MUSEUM AND HISTORY CENTRE LTD
1070950,1155576,KIRKROYDS PRE-SCHOOL
513853,1171863,KIVETON PARK INDEPENDENT ADVICE CENTRE
1042123,1166099,KNOWLE UNITED CHARITY
1096470,1191123,KNUCKLAS AND DISTRICT COMMUNITY CENTRE
1029723,1162435,LADYBIRD PLAYGROUP THRIPLOW
282993,1161426,LADYBIRDS PRE-SCHOOL NEWBURY
234978,1173760,LADY GOULD'S CHARITY
1138622,1172269,LANCASTER UNIVERSITY STUDENTS' UNION
1076445,1189565,LAWRENCE HOME NURSING TEAM LIMITED
518322,1184967,LEAGUE OF FRIENDS OF THE ALEXANDRA HOSPITAL
1018262,1172643,LEAHURST ROAD PRE-SCHOOL
1147593,1187026,LEAMINGTON STUDIO ARTISTS
1093311,1194277,LEEDS BEREAVEMENT FORUM
1147558,1194863,LEEDS CITY ATHLETIC CLUB
1067630,1191030,LEEDS OLDER PEOPLE'S FORUM
1141297,1160845,LEEDS REFUGEE FORUM
1151574,1184182,LEEDS TRINITY STUDENTS UNION
1181271,1196278,LEESWOOD UNDER FIVES PLAYGROUP
217976,1190204,LEICESTER CHILDREN'S HOLIDAYS
1132036,1173298,LETCHWORTH BAPTIST CHURCH
288404,1159171,LEVERHULME TRADE CHARITIES TRUST
285641,1187279,LEWISHAM ISLAMIC CENTRE
1051890,1186922,LIFE CHURCH
1052563,1182297,LIFE CHURCH LICHFIELD
1077024,1165767,LINCOLNSHIRE TRAVELLER INITIATIVE
300563,1177853,LINKINHORNE PARISH HALL
1056723,1194353,LITTLE CHESTNUTS PRE-SCHOOL
1144488,1185936,LITTLE LEARNERS PRE SCHOOL
1041142,1175448,"LITTLE OAKS NURSERY, ACOMB"
1150387,1195544,LIVERPOOL HOPE STUDENTS' UNION
1104837,1152041,LIVERPOOL INTERNATIONAL NORDIC COMMUNITY
1149623,1187159,LLANDDULAS PLAYGROUP NURSERY
506201,1197280,LLANDOGO VILLAGE HALL
518300,1161335,LLANELLI MIND
1026018,1186971,LLANFAIRFECHAN PLAYGROUP
1023170,1185757,LLANGYNIDR PRESCHOOL
516674,1150948,LLUEST HORSE AND PONY TRUST
286688,1158269,LONDON KALIBARI
271097,1190790,LONDON SRI MURUGAN TEMPLE
1078573,1157300,LONG BENNINGTON PRE-SCHOOL
1127039,1192575,LONG CRENDON BAPTIST CHURCH
1041174,1185798,LONGHAM COMMUNITY PRESCHOOL
1147822,1177775,LORDSHILL YOUTH PROJECT
1146696,1183625,LOUGHBOROUGH STUDENTS' UNION
514271,1180033,LOW HILL COMMUNITY ASSOCIATION
1074391,1191318,LUDLOW AND DISTRICT RIDING FOR THE DISABLED ASSOCIATION
1127169,1172010,LUNA CHILDREN'S CHARITY
1128412,1166376,LYMINGTON BAPTIST CHURCH
301880,1188765,LYMINGTON COMMUNITY ASSOCIATION
1018749,1193800,LYMPHOEDEMA SUPPORT NETWORK
1069401,1197730,M13 YOUTH PROJECT
501407,1155490,MALHAMDALE AGRICULTURAL AND HORTICULTURAL SOCIETY
224626,1170263,MANCHESTER CITY MISSION
1109990,1196560,MANCHESTER REFUGEE SUPPORT NETWORK
326847,1195209,MANDALA YOGA ASHRAM
1128672,1186226,MANOR COURT BAPTIST CHURCH NUNEATON
1165250,1188542,MANOR MUSICAL THEATRE COMPANY
1158031,1196483,MARCHWOOD YOUTH CLUB STEERING GROUP
1106545,1192602,MARKET DRAYTON AMATEUR OPERATIC AND DRAMATIC SOCIETY
1041958,1157787,MARKET HARBOROUGH AND THE BOWDENS CHARITY
1136330,1165695,MARKETPLACE MINISTRIES LIMITED
1130281,1158382,MARK EVISON FOUNDATION
1135957,1184409,MARTLESHAM HEATH AVIATION SOCIETY
1001743,1162115,MARY SEACOLE DAY NURSERY AND FAMILY SUPPORT UNIT
300570,1173925,MAWNAN RECREATION GROUND
1148680,1188773,MCKS CHARITABLE FOUNDATION UK
1073611,1164876,Meirionnydd Special Riding Group
1053135,1193915,MENTER IAITH RHONDDA CYNON TAF
1106171,1169026,MENTOR LINK
233136,1186660,MESSAGE ON THE MOVE
1016936,1166938,MID-SOMERSET FESTIVAL
1073736,1171410,MID SUSSEX RIDING FOR THE DISABLED ASSOCIATION
1142352,1153774,MIGRATION MUSEUM PROJECT
212993,1185939,MILL HILL PRESERVATION SOCIETY
1166399,1198503,MILLY'S SMILES
1062336,1191918,MILTON ABBAS TRUST FOR THE COMMUNITY AND HERITAGE
503782,1155535,MIND HALTON ASSOCIATION FOR MENTAL HEALTH
1000023,1156625,MIND IN SALFORD
1127277,1155802,MORECAMBE F.C. COMMUNITY SPORTS
301368,1177485,MORETON VILLAGE HALL
803089,1175289,MOTHER GOOSE PRE-SCHOOL
1011411,1182950,MOUNT HAWKE YOUTH AND COMMUNITY GROUP
234721,1182066,MOUNT PLEASANT BAPTIST CHURCH
1147509,1187005,MOUNT PLEASANT BAPTIST CHURCH
1152050,1182130,MOUNT SHILOH APOSTOLIC CHURCH
1014983,1164947,MUSLIM CARE
1126638,1166149,MUSLIM CHARITIES FORUM
509416,1190388,MUSLIM KHOJA SHIA ITHNA-ASHERI COMMUNITY OF LEICESTER
1138191,1195780,MUSLIM SPORTS FOUNDATION
1023694,1183810,NANT Y GROES PLAYGROUP
1138290,1193901,NASIRULAHI-WALI-FATHU GREATER MANCHESTER
1154124,1198388,NATIONAL ASSOCIATION FOR TEACHING ENGLISH AND OTHER COMMUNITY LANGUAGES TO ADULTS
1098156,1186918,NATURAL SCIENCES COLLECTIONS ASSOCIATION
701015,1164851,Newark and Sherwood Community Hub
1094647,1176756,NEWBALD VILLAGE HALL
1112707,1180409,NEWBIGGIN VILLAGE HALL
1134755,1192404,NEWBURY BAPTIST CHURCH
1146403,1189438,NEWCASTLE FRONTRUNNERS
1150816,1194404,NEWCASTLE STAFFS FOODBANK
279061,1145642,NEW CHARLTON COMMUNITY ASSOCIATION
283188,1188549,NEW ENGLAND WOOD TRUST
1019516,1184362,NEWMAN PRE-SCHOOL PLAYGROUP
279800,1185087,NEW SUSSEX OPERA
514673,1162535,NEWTON AYCLIFFE YOUTH & COMMUNITY CENTRE
1117843,1185170,N-GAGE
1019010,1193975,NILGIRIS TRUST
1097582,1049259,NK THEATRE ARTS
259593,1182629,NORTHAMPTON MUNICIPAL CHURCH CHARITY
1155712,1195265,NORTHAMPTONSHIRE SEARCH AND RESCUE
1027818,1168047,NORTH EAST ESSEX CHRISTIAN YOUTH OUTREACH
1138186,1174053,NORTHUMBRIA STUDENTS' UNION
1146609,1154401,NOTTINGHAM TRENT STUDENTS' UNION
301907,1180189,OAKLEY VILLAGE HALL
1094279,1173795,OLDER CITIZENS ADVOCACY YORK
1063189,1187419,OLD FELIXSTOWE NURSERY
1024220,1192887,OLDLAND PRESCHOOL
305087,1164738,OLD WOKING AND DISTRICT COMMUNITY CENTRE
1176620,1194413,OLYMPIAS MUSIC FOUNDATION
1170846,1195947,ONE BIG FAMILY - HELPING THE HOMELESS
1039520,1160125,OPEN AGE
1172191,1190929,OPEN TRAIL
1113535,1148240,OPERATION IMPREZZA
268942,1156988,ORE COMMUNITY ASSOCIATION
1104724,1174135,ORWELL DECORATIVE AND FINE ARTS SOCIETY
301159,1180156,OSMINGTON VILLAGE HALL
1139864,1175310,OVERSTONE PLAYING FIELD ASSOCIATION
1065601,1186114,OXFORD CONSERVATION VOLUNTEERS
277306,1187711,OXFORD OPERATIC SOCIETY
1142333,1167296,PADNELL PRE-SCHOOL
1172963,1194358,PARENTS OF MEONCROSS
1102387,1141463,Patel Samaj of Northampton
1070029,1185950,PAVILION PIRATES PRE-SCHOOL
1149888,1190250,PAWPRINTS DOG RESCUE
1001748,1160608,PEACEHAVEN HORTICULTURAL SOCIETY
1038573,1171624,PENTREDWR UNDER FIVE'S
1005753,1158735,PEOPLE EXPRESS
1071347,1173176,PERIVALE COMMUNITY ASSOCIATION
1047265,1185625,PERSON TO PERSON CITIZEN ADVOCACY
224640,1183388,PETER BIRTWISTLE TRUST
1155806,1031364,PETER PAN PLAYGROUP
1118762,1193529,PETERSFIELD AREA COMMUNITY TRUST
1160644,1187394,PETE'S DRAGONS
1057769,1189682,PEVENSEY CHURCH FARM TRUST
287065,1157856,PIMLICO FAMILY WORKSHOP TOY LIBRARY
269865,1160571,PINNER AND DISTRICT COMMUNITY ASSOCIATION
1173528,1191045,PLATFORM 67
1107347,1174041,PLAY@COTHERSTONE
1056824,1168079,PLYMOUTH HEARTBEAT
1081637,1179754,POLICE ROLL OF HONOUR TRUST
253261,1175952,POLISH YMCA SECTION IN GREAT BRITAIN
1063402,1176975,POOLE CHRISTIAN FELLOWSHIP
1098297,1159774,POSTURE AND MOBILITY GROUP
302446,1171110,POTTEN END VILLAGE HALL
520098,1176009,POYNTON YOUTH AND COMMUNITY CENTRE
1130580,1184772,PRESBYTERIAN CHURCH OF GHANA MILTON KEYNES CONGREGATION
1030903,1196776,PRESTON CHILDSPLAY
1148688,1183956,PRIDE IN NORTH CUMBRIA
1064864,1190196,PRIMARY SCIENCE TEACHING TRUST
520835,1152861,PRIMROSE COMMUNITY ASSOCIATION
1115615,1175427,PSC SUPPORT
1122988,1189923,QUBA MASJID AND EDUCATION CENTRE
270278,1163821,QUEEN ALEXANDRA'S ROYAL ARMY NURSING CORPS ASSOCIATION
1133587,1194152,RADIO HORTON
520056,1189426,RAINBOW PRE-SCHOOL (HANDFORTH)
1147756,1186733,RAMSEY NEIGHBOURHOODS TRUST
292645,1199027,RAMSEY PRE-SCHOOL
278522,1166313,RAPHAEL - THE JEWISH COUNSELLING SERVICE
1148067,1193874,RASTRICK JUNIOR FOOTBALL CLUB
1077916,1200209,RATTLESDEN PRESCHOOL
244974,1196377,READING HOSPITAL BROADCASTING SERVICE
1141637,1183803,REDBRIDGE FOODBANK
1131801,1182021,REDEEMED CHRISTIAN CHURCH OF GOD DISCIPLESHIP CENTRE PORTSMOUTH LTD
1106565,1185147,REDEEMED CHRISTIAN CHURCH OF GOD THE CHAPEL OF COURAGE
1013841,1176768,REFUGEE ACTION KINGSTON
1052530,1187890,RENEW CHURCH
1126002,1199084,RESOLVE
1073852,1187997,RICHMOND GOOD NEIGHBOURS
283919,1169035,RIDGEWAY COMMUNITY CHURCH
1147185,1170289,RIDGEWOOD PRESCHOOL
500486,1185859,RIPON CHORAL SOCIETY
1074810,1156422,RIVERSIDE COMMUNITY ASSOCIATION LIMITED
1111506,1189599,ROMANIAN ORTHODOX CHURCH & CENTRE
1126395,1158366,ROMAN RIVER MUSIC
1048042,1165714,ROSEHILL BAPTIST CHURCH
1170266,1196429,ROSELAND SURGERIES PATIENTS GROUP
508209,1195415,ROSSENDALE AND PENDLE MOUNTAIN RESCUE TEAM
1059376,1179121,ROTARY CLUB OF PANGBOURNE CHARITABLE TRUST
